year,territory,territory_order,territory_type,main_use_destination,num_premises
2011,Pedralbes,21,Neighbourhood,Offices,320.0
2011,el Bon Pastor,59,Neighbourhood,Other,8.0
2011,Sant Andreu,9,District,Offices,1094.0
2011,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Housing,6269.0
2011,Navas,63,Neighbourhood,Tourism and hospitality,28.0
2011,el Poblenou,68,Neighbourhood,Education and culture,46.0
2011,la Vila de Gràcia,31,Neighbourhood,Commerce,3725.0
2011,la Font de la Guatlla,14,Neighbourhood,Parking,2809.0
2011,Les Corts,4,District,Offices,2454.0
2011,Barcelona,1,Municipality,Housing,816326.0
2011,la Trinitat Nova,53,Neighbourhood,Education and culture,22.0
2011,Canyelles,49,Neighbourhood,Education and culture,14.0
2011,Torre Baró,54,Neighbourhood,Healthcare,3.0
2011,Porta,45,Neighbourhood,Housing,11425.0
2011,Sant Martí de Provençals,72,Neighbourhood,Education and culture,142.0
2011,la Vila de Gràcia,31,Neighbourhood,Education and culture,223.0
2011,la Prosperitat,52,Neighbourhood,Religious,8.0
2011,Sant Martí de Provençals,72,Neighbourhood,Parking,3344.0
2011,Barcelona,1,Municipality,Commerce,83930.0
2011,Sant Gervasi- la Bonanova,25,Neighbourhood,Healthcare,457.0
2011,Hostafrancs,15,Neighbourhood,Religious,16.0
2011,les Tres Torres,24,Neighbourhood,Healthcare,278.0
2011,Navas,63,Neighbourhood,Offices,133.0
2011,el Carmel,37,Neighbourhood,Industry,1310.0
2011,Sant Martí,10,District,Housing,109447.0
2011,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Parking,7303.0
2011,el Congrés i els Indians,62,Neighbourhood,Education and culture,115.0
2011,el Barri Gòtic,2,Neighbourhood,Other,123.0
2011,Sant Antoni,10,Neighbourhood,Offices,813.0
2011,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Entertainment,5.0
2011,el Poblenou,68,Neighbourhood,Entertainment,3.0
2011,Sarrià,23,Neighbourhood,Healthcare,176.0
2011,la Nova Esquerra de l'Eixample,9,Neighbourhood,Tourism and hospitality,199.0
2011,el Guinardó,35,Neighbourhood,Sports,41.0
2011,el Raval,1,Neighbourhood,Industry,1561.0
2011,el Bon Pastor,59,Neighbourhood,Parking,2184.0
2011,el Baix Guinardó,33,Neighbourhood,Offices,167.0
2011,la Teixonera,38,Neighbourhood,Other,1.0
2011,Gràcia,6,District,Industry,5780.0
2011,Hostafrancs,15,Neighbourhood,Sports,19.0
2011,la Trinitat Nova,53,Neighbourhood,Religious,4.0
2011,el Coll,29,Neighbourhood,Religious,5.0
2011,Sant Genís dels Agudells,39,Neighbourhood,Sports,17.0
2011,la Nova Esquerra de l'Eixample,9,Neighbourhood,Parking,16659.0
2011,el Poblenou,68,Neighbourhood,Parking,7422.0
2011,la Vila Olímpica del Poblenou,67,Neighbourhood,Other,13.0
2011,la Font d'en Fargues,36,Neighbourhood,Industry,475.0
2011,la Guineueta,48,Neighbourhood,Industry,277.0
2011,Sants,18,Neighbourhood,Other,14.0
2011,la Vall d'Hebron,41,Neighbourhood,Other,4.0
2011,la Marina del Prat Vermell,12,Neighbourhood,Commerce,1040.0
2011,Vallbona,56,Neighbourhood,Tourism and hospitality,6.0
2011,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Offices,417.0
2011,Gràcia,6,District,Entertainment,91.0
2011,el Turó de la Peira,46,Neighbourhood,Other,1.0
2011,el Poblenou,68,Neighbourhood,Sports,13.0
2011,Pedralbes,21,Neighbourhood,Sports,160.0
2011,la Maternitat i Sant Ramon,20,Neighbourhood,Tourism and hospitality,192.0
2011,la Barceloneta,3,Neighbourhood,Religious,19.0
2011,Sants-Montjuïc,3,District,Education and culture,673.0
2011,Sant Genís dels Agudells,39,Neighbourhood,Industry,124.0
2011,el Fort Pienc,5,Neighbourhood,Entertainment,13.0
2011,la Salut,30,Neighbourhood,Offices,123.0
2011,les Corts,19,Neighbourhood,Housing,22952.0
2011,Navas,63,Neighbourhood,Other,6.0
2011,Hostafrancs,15,Neighbourhood,Healthcare,15.0
2011,la Clota,42,Neighbourhood,Parking,23.0
2011,el Besòs i el Maresme,70,Neighbourhood,Entertainment,3.0
2011,la Nova Esquerra de l'Eixample,9,Neighbourhood,Offices,1842.0
2011,el Camp de l'Arpa del Clot,64,Neighbourhood,Housing,19875.0
2011,Sant Gervasi- la Bonanova,25,Neighbourhood,Commerce,1200.0
2011,la Prosperitat,52,Neighbourhood,Parking,4166.0
2011,les Roquetes,50,Neighbourhood,Healthcare,6.0
2011,la Marina de Port,13,Neighbourhood,Sports,39.0
2011,el Raval,1,Neighbourhood,Housing,23279.0
2011,la Guineueta,48,Neighbourhood,Healthcare,27.0
2011,la Teixonera,38,Neighbourhood,Commerce,629.0
2011,la Font d'en Fargues,36,Neighbourhood,Housing,5250.0
2011,la Sagrera,61,Neighbourhood,Industry,1027.0
2011,el Clot,65,Neighbourhood,Education and culture,60.0
2011,No consta,99999,District,Parking,125.0
2011,Hostafrancs,15,Neighbourhood,Education and culture,114.0
2011,el Poble Sec,11,Neighbourhood,Sports,125.0
2011,el Camp de l'Arpa del Clot,64,Neighbourhood,Industry,1404.0
2011,el Turó de la Peira,46,Neighbourhood,Offices,29.0
2011,el Clot,65,Neighbourhood,Other,8.0
2011,la Trinitat Nova,53,Neighbourhood,Sports,5.0
2011,Sant Gervasi- la Bonanova,25,Neighbourhood,Housing,12455.0
2011,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Commerce,1513.0
2011,Sant Martí,10,District,Offices,2272.0
2011,la Trinitat Vella,57,Neighbourhood,Religious,10.0
2011,la Bordeta,16,Neighbourhood,Industry,436.0
2011,el Fort Pienc,5,Neighbourhood,Housing,15597.0
2011,el Guinardó,35,Neighbourhood,Industry,1467.0
2011,la Dreta de l'Eixample,7,Neighbourhood,Healthcare,230.0
2011,el Fort Pienc,5,Neighbourhood,Tourism and hospitality,95.0
2011,el Putxet i el Farró,27,Neighbourhood,Religious,36.0
2011,la Vila de Gràcia,31,Neighbourhood,Industry,2646.0
2011,el Bon Pastor,59,Neighbourhood,Offices,360.0
2011,Can Peguera,47,Neighbourhood,Industry,18.0
2011,el Congrés i els Indians,62,Neighbourhood,Healthcare,35.0
2011,el Carmel,37,Neighbourhood,Other,2.0
2011,el Baix Guinardó,33,Neighbourhood,Entertainment,2.0
2011,la Dreta de l'Eixample,7,Neighbourhood,Commerce,4840.0
2011,l'Antiga Esquerra de l'Eixample,8,Neighbourhood,Housing,24210.0
2011,Les Corts,4,District,Healthcare,159.0
2011,Ciutat Vella,1,District,Education and culture,638.0
2011,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Tourism and hospitality,119.0
2011,la Vila de Gràcia,31,Neighbourhood,Housing,31298.0
2011,L'Eixample,2,District,Sports,187.0
2011,No consta,99999,District,Commerce,25.0
2011,la Vall d'Hebron,41,Neighbourhood,Education and culture,21.0
2011,les Corts,19,Neighbourhood,Industry,1987.0
2011,Sant Antoni,10,Neighbourhood,Commerce,3059.0
2011,Navas,63,Neighbourhood,Education and culture,56.0
2011,la Sagrera,61,Neighbourhood,Education and culture,153.0
2011,Canyelles,49,Neighbourhood,Other,1.0
2011,Vallcarca i els Penitents,28,Neighbourhood,Industry,536.0
2011,les Roquetes,50,Neighbourhood,Religious,2.0
2011,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Education and culture,119.0
2011,la Prosperitat,52,Neighbourhood,Healthcare,8.0
2011,Ciutat Vella,1,District,Healthcare,148.0
2011,el Guinardó,35,Neighbourhood,Commerce,1754.0
2011,No consta,99999,Neighbourhood,Other,78.0
2011,L'Eixample,2,District,Tourism and hospitality,1828.0
2011,el Barri Gòtic,2,Neighbourhood,Commerce,1748.0
2011,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Other,75.0
2011,la Sagrera,61,Neighbourhood,Housing,13360.0
2011,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Religious,31.0
2011,Les Corts,4,District,Parking,30938.0
2011,L'Eixample,2,District,Entertainment,230.0
2011,Ciutat Vella,1,District,Commerce,6165.0
2011,el Poblenou,68,Neighbourhood,Healthcare,52.0
2011,Montbau,40,Neighbourhood,Offices,21.0
2011,la Vall d'Hebron,41,Neighbourhood,Healthcare,4.0
2011,Can Baró,34,Neighbourhood,Other,1.0
2011,la Marina de Port,13,Neighbourhood,Parking,7414.0
2011,la Bordeta,16,Neighbourhood,Other,45.0
2011,Baró de Viver,58,Neighbourhood,Other,3.0
2011,Pedralbes,21,Neighbourhood,Religious,34.0
2011,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Healthcare,42.0
2011,el Bon Pastor,59,Neighbourhood,Housing,5339.0
2011,la Vila de Gràcia,31,Neighbourhood,Tourism and hospitality,204.0
2011,L'Eixample,2,District,Offices,12178.0
2011,la Verneda i la Pau,73,Neighbourhood,Healthcare,5.0
2011,Sant Andreu,9,District,Industry,6576.0
2011,Sant Andreu,9,District,Healthcare,183.0
2011,el Putxet i el Farró,27,Neighbourhood,Parking,10526.0
2011,la Vall d'Hebron,41,Neighbourhood,Sports,26.0
2011,el Congrés i els Indians,62,Neighbourhood,Religious,21.0
2011,la Vila de Gràcia,31,Neighbourhood,Offices,965.0
2011,el Putxet i el Farró,27,Neighbourhood,Tourism and hospitality,83.0
2011,Horta,43,Neighbourhood,Industry,988.0
2011,el Turó de la Peira,46,Neighbourhood,Industry,365.0
2011,la Font de la Guatlla,14,Neighbourhood,Religious,2.0
2011,Torre Baró,54,Neighbourhood,Commerce,108.0
2011,la Vila de Gràcia,31,Neighbourhood,Other,10.0
2011,Can Peguera,47,Neighbourhood,Housing,914.0
2011,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Religious,8.0
2011,la Clota,42,Neighbourhood,Industry,67.0
2011,la Nova Esquerra de l'Eixample,9,Neighbourhood,Healthcare,127.0
2011,Sant Gervasi- la Bonanova,25,Neighbourhood,Offices,525.0
2011,Nou Barris,8,District,Religious,91.0
2011,el Poble Sec,11,Neighbourhood,Education and culture,154.0
2011,el Guinardó,35,Neighbourhood,Other,6.0
2011,el Guinardó,35,Neighbourhood,Tourism and hospitality,61.0
2011,el Turó de la Peira,46,Neighbourhood,Religious,14.0
2011,la Vila Olímpica del Poblenou,67,Neighbourhood,Tourism and hospitality,35.0
2011,el Fort Pienc,5,Neighbourhood,Religious,17.0
2011,Pedralbes,21,Neighbourhood,Education and culture,428.0
2011,la Vall d'Hebron,41,Neighbourhood,Industry,274.0
2011,la Maternitat i Sant Ramon,20,Neighbourhood,Commerce,807.0
2011,el Raval,1,Neighbourhood,Tourism and hospitality,875.0
2011,el Turó de la Peira,46,Neighbourhood,Education and culture,54.0
2011,la Vila de Gràcia,31,Neighbourhood,Parking,7434.0
2011,la Marina de Port,13,Neighbourhood,Offices,166.0
2011,el Poblenou,68,Neighbourhood,Offices,286.0
2011,Ciutat Vella,1,District,Parking,5907.0
2011,les Corts,19,Neighbourhood,Sports,62.0
2011,la Sagrera,61,Neighbourhood,Other,8.0
2011,Sant Andreu,9,District,Entertainment,30.0
2011,Sant Antoni,10,Neighbourhood,Other,26.0
2011,el Carmel,37,Neighbourhood,Education and culture,104.0
2011,el Besòs i el Maresme,70,Neighbourhood,Other,15.0
2011,Torre Baró,54,Neighbourhood,Industry,200.0
2011,Horta-Guinardó,7,District,Education and culture,941.0
2011,la Salut,30,Neighbourhood,Sports,30.0
2011,el Fort Pienc,5,Neighbourhood,Education and culture,60.0
2011,la Vall d'Hebron,41,Neighbourhood,Housing,3809.0
2011,Ciutat Meridiana,55,Neighbourhood,Industry,158.0
2011,el Congrés i els Indians,62,Neighbourhood,Commerce,772.0
2011,Ciutat Meridiana,55,Neighbourhood,Commerce,287.0
2011,Sant Martí,10,District,Healthcare,188.0
2011,Vilapicina i la Torre Llobeta,44,Neighbourhood,Parking,5158.0
2011,Sant Gervasi- Galvany,26,Neighbourhood,Housing,25157.0
2011,el Coll,29,Neighbourhood,Other,1.0
2011,Sant Gervasi- Galvany,26,Neighbourhood,Religious,130.0
2011,Sant Andreu,9,District,Religious,100.0
2011,el Carmel,37,Neighbourhood,Commerce,1430.0
2011,el Guinardó,35,Neighbourhood,Healthcare,204.0
2011,Les Corts,4,District,Education and culture,898.0
2011,el Barri Gòtic,2,Neighbourhood,Education and culture,229.0
2011,Provençals del Poblenou,71,Neighbourhood,Sports,1.0
2011,el Congrés i els Indians,62,Neighbourhood,Parking,2001.0
2011,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Offices,13.0
2011,Montbau,40,Neighbourhood,Religious,28.0
2011,Sant Gervasi- Galvany,26,Neighbourhood,Entertainment,77.0
2011,Can Baró,34,Neighbourhood,Housing,4799.0
2011,Can Baró,34,Neighbourhood,Commerce,335.0
2011,el Turó de la Peira,46,Neighbourhood,Housing,6953.0
2011,Sants-Badal,17,Neighbourhood,Parking,5233.0
2011,el Besòs i el Maresme,70,Neighbourhood,Sports,12.0
2011,la Nova Esquerra de l'Eixample,9,Neighbourhood,Education and culture,173.0
2011,la Prosperitat,52,Neighbourhood,Other,2.0
2011,Sants-Badal,17,Neighbourhood,Education and culture,34.0
2011,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Tourism and hospitality,27.0
2011,Torre Baró,54,Neighbourhood,Other,4.0
2011,Sant Antoni,10,Neighbourhood,Healthcare,62.0
2011,Vallbona,56,Neighbourhood,Other,28.0
2011,la Nova Esquerra de l'Eixample,9,Neighbourhood,Entertainment,38.0
2011,el Poble Sec,11,Neighbourhood,Industry,1516.0
2011,Torre Baró,54,Neighbourhood,Education and culture,21.0
2011,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Entertainment,28.0
2011,la Vall d'Hebron,41,Neighbourhood,Tourism and hospitality,29.0
2011,No consta,99999,Neighbourhood,Healthcare,6.0
2011,Sant Martí,10,District,Parking,51447.0
2011,Gràcia,6,District,Sports,174.0
2011,la Salut,30,Neighbourhood,Healthcare,216.0
2011,la Guineueta,48,Neighbourhood,Tourism and hospitality,20.0
2011,la Verneda i la Pau,73,Neighbourhood,Religious,10.0
2011,Sarrià-Sant Gervasi,5,District,Education and culture,1350.0
2011,la Bordeta,16,Neighbourhood,Housing,8452.0
2011,la Barceloneta,3,Neighbourhood,Parking,1447.0
2011,Barcelona,1,Municipality,Healthcare,4266.0
2011,Sant Martí,10,District,Education and culture,561.0
2011,el Poblenou,68,Neighbourhood,Commerce,1625.0
2011,Ciutat Vella,1,District,Industry,4668.0
2011,la Dreta de l'Eixample,7,Neighbourhood,Industry,2820.0
2011,la Sagrera,61,Neighbourhood,Healthcare,58.0
2011,la Dreta de l'Eixample,7,Neighbourhood,Other,143.0
2011,No consta,99999,District,Offices,21.0
2011,la Verneda i la Pau,73,Neighbourhood,Education and culture,80.0
2011,No consta,99999,Neighbourhood,Parking,125.0
2011,la Maternitat i Sant Ramon,20,Neighbourhood,Healthcare,47.0
2011,No consta,99999,District,Religious,5.0
2011,la Sagrada Família,6,Neighbourhood,Tourism and hospitality,103.0
2011,la Dreta de l'Eixample,7,Neighbourhood,Parking,10332.0
2011,Nou Barris,8,District,Entertainment,23.0
2011,Verdun,51,Neighbourhood,Offices,28.0
2011,Canyelles,49,Neighbourhood,Offices,37.0
2011,la Marina de Port,13,Neighbourhood,Education and culture,76.0
2011,No consta,99999,District,Education and culture,10.0
2011,Barcelona,1,Municipality,Education and culture,7922.0
2011,Sant Andreu,60,Neighbourhood,Education and culture,183.0
2011,Verdun,51,Neighbourhood,Commerce,616.0
2011,Sants-Montjuïc,3,District,Entertainment,63.0
2011,la Font d'en Fargues,36,Neighbourhood,Tourism and hospitality,12.0
2011,Verdun,51,Neighbourhood,Housing,6076.0
2011,Sants,18,Neighbourhood,Healthcare,81.0
2011,el Coll,29,Neighbourhood,Housing,3918.0
2011,Ciutat Meridiana,55,Neighbourhood,Offices,24.0
2011,la Font de la Guatlla,14,Neighbourhood,Industry,222.0
2011,la Clota,42,Neighbourhood,Housing,334.0
2011,la Clota,42,Neighbourhood,Healthcare,3.0
2011,Vallcarca i els Penitents,28,Neighbourhood,Tourism and hospitality,27.0
2011,L'Eixample,2,District,Industry,10045.0
2012,la Trinitat Nova,53,Neighbourhood,Housing,3642.0
2012,la Salut,30,Neighbourhood,Offices,122.0
2012,L'Eixample,2,District,Housing,144138.0
2012,el Raval,1,Neighbourhood,Commerce,2658.0
2012,Horta-Guinardó,7,District,Parking,29473.0
2012,el Bon Pastor,59,Neighbourhood,Other,9.0
2012,Sarrià-Sant Gervasi,5,District,Sports,1043.0
2012,Sants-Badal,17,Neighbourhood,Sports,15.0
2012,l'Antiga Esquerra de l'Eixample,8,Neighbourhood,Tourism and hospitality,481.0
2012,Sant Andreu,9,District,Education and culture,579.0
2012,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Housing,3365.0
2012,Torre Baró,54,Neighbourhood,Tourism and hospitality,4.0
2012,el Poble Sec,11,Neighbourhood,Religious,27.0
2012,el Camp de l'Arpa del Clot,64,Neighbourhood,Parking,7114.0
2012,Sant Andreu,9,District,Religious,98.0
2012,Sant Gervasi- Galvany,26,Neighbourhood,Entertainment,77.0
2012,la Prosperitat,52,Neighbourhood,Housing,12586.0
2012,Sant Gervasi- la Bonanova,25,Neighbourhood,Housing,12491.0
2012,les Corts,19,Neighbourhood,Offices,1676.0
2012,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Commerce,1345.0
2012,la Verneda i la Pau,73,Neighbourhood,Commerce,1156.0
2012,Sant Antoni,10,Neighbourhood,Religious,26.0
2012,Gràcia,6,District,Religious,265.0
2012,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Religious,31.0
2012,Canyelles,49,Neighbourhood,Tourism and hospitality,2.0
2012,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Tourism and hospitality,97.0
2012,Hostafrancs,15,Neighbourhood,Parking,4182.0
2012,el Coll,29,Neighbourhood,Commerce,275.0
2012,la Font de la Guatlla,14,Neighbourhood,Offices,66.0
2012,la Teixonera,38,Neighbourhood,Sports,2.0
2012,el Baix Guinardó,33,Neighbourhood,Tourism and hospitality,33.0
2012,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Education and culture,78.0
2012,el Turó de la Peira,46,Neighbourhood,Tourism and hospitality,6.0
2012,Barcelona,1,Municipality,Housing,819301.0
2012,el Clot,65,Neighbourhood,Religious,3.0
2012,la Dreta de l'Eixample,7,Neighbourhood,Tourism and hospitality,841.0
2012,la Font de la Guatlla,14,Neighbourhood,Industry,219.0
2012,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Commerce,160.0
2012,el Putxet i el Farró,27,Neighbourhood,Offices,628.0
2012,la Maternitat i Sant Ramon,20,Neighbourhood,Housing,11607.0
2012,la Verneda i la Pau,73,Neighbourhood,Offices,133.0
2012,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Education and culture,128.0
2012,Navas,63,Neighbourhood,Education and culture,56.0
2012,Gràcia,6,District,Housing,69424.0
2012,les Tres Torres,24,Neighbourhood,Offices,366.0
2012,Sant Antoni,10,Neighbourhood,Offices,803.0
2012,Sant Antoni,10,Neighbourhood,Commerce,3059.0
2012,Hostafrancs,15,Neighbourhood,Tourism and hospitality,100.0
2012,el Poble Sec,11,Neighbourhood,Industry,1476.0
2012,Vilapicina i la Torre Llobeta,44,Neighbourhood,Entertainment,5.0
2012,el Baix Guinardó,33,Neighbourhood,Industry,601.0
2012,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Religious,49.0
2012,Ciutat Meridiana,55,Neighbourhood,Commerce,287.0
2012,Sant Andreu,9,District,Housing,69643.0
2012,la Marina del Prat Vermell,12,Neighbourhood,Commerce,1048.0
2012,el Guinardó,35,Neighbourhood,Offices,224.0
2012,Sant Andreu,60,Neighbourhood,Housing,28483.0
2012,Sarrià-Sant Gervasi,5,District,Religious,492.0
2012,el Camp de l'Arpa del Clot,64,Neighbourhood,Industry,1322.0
2012,Sant Antoni,10,Neighbourhood,Sports,27.0
2012,el Poblenou,68,Neighbourhood,Religious,18.0
2012,Barcelona,1,Municipality,Other,1703.0
2012,Horta-Guinardó,7,District,Healthcare,639.0
2012,la Salut,30,Neighbourhood,Entertainment,3.0
2012,la Trinitat Vella,57,Neighbourhood,Parking,1355.0
2012,el Guinardó,35,Neighbourhood,Commerce,1754.0
2012,la Vila de Gràcia,31,Neighbourhood,Tourism and hospitality,204.0
2012,la Dreta de l'Eixample,7,Neighbourhood,Sports,54.0
2012,la Sagrada Família,6,Neighbourhood,Tourism and hospitality,114.0
2012,Gràcia,6,District,Tourism and hospitality,291.0
2012,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Parking,1845.0
2012,Sants-Montjuïc,3,District,Parking,37912.0
2012,el Barri Gòtic,2,Neighbourhood,Sports,7.0
2012,Sants,18,Neighbourhood,Tourism and hospitality,141.0
2012,el Parc i la Llacuna del Poblenou,66,Neighbourhood,Commerce,1070.0
2012,Navas,63,Neighbourhood,Religious,6.0
2012,la Barceloneta,3,Neighbourhood,Education and culture,61.0
2012,el Camp de l'Arpa del Clot,64,Neighbourhood,Other,19.0
2012,Sant Martí de Provençals,72,Neighbourhood,Healthcare,33.0
2012,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Housing,18302.0
2012,Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,Industry,164.0
2012,el Carmel,37,Neighbourhood,Other,2.0
2012,Provençals del Poblenou,71,Neighbourhood,Healthcare,10.0
2012,Vallcarca i els Penitents,28,Neighbourhood,Religious,38.0
2012,la Nova Esquerra de l'Eixample,9,Neighbourhood,Other,27.0
2012,Sant Antoni,10,Neighbourhood,Industry,1396.0
2012,el Coll,29,Neighbourhood,Other,1.0
2012,Hostafrancs,15,Neighbourhood,Education and culture,114.0
2012,les Corts,19,Neighbourhood,Housing,23093.0
2012,la Prosperitat,52,Neighbourhood,Entertainment,8.0
2012,Sant Martí,10,District,Parking,53073.0
2012,la Teixonera,38,Neighbourhood,Housing,5687.0
2012,L'Eixample,2,District,Sports,184.0
2012,la Dreta de l'Eixample,7,Neighbourhood,Entertainment,89.0
2012,Sant Genís dels Agudells,39,Neighbourhood,Offices,15.0
2012,la Dreta de l'Eixample,7,Neighbourhood,Other,153.0
2012,el Carmel,37,Neighbourhood,Tourism and hospitality,19.0
2012,Vilapicina i la Torre Llobeta,44,Neighbourhood,Parking,5177.0
2012,la Sagrera,61,Neighbourhood,Sports,19.0
2012,la Verneda i la Pau,73,Neighbourhood,Healthcare,5.0
2012,Vilapicina i la Torre Llobeta,44,Neighbourhood,Healthcare,25.0
2012,Torre Baró,54,Neighbourhood,Education and culture,21.0
2012,la Teixonera,38,Neighbourhood,Healthcare,10.0
2012,Montbau,40,Neighbourhood,Other,1.0
2012,la Barceloneta,3,Neighbourhood,Offices,167.0
2012,les Roquetes,50,Neighbourhood,Commerce,648.0
2012,Barcelona,1,Municipality,Entertainment,799.0
2012,la Salut,30,Neighbourhood,Religious,49.0
2012,la Sagrera,61,Neighbourhood,Religious,9.0
2012,"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,Housing,14728.0
2012,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Parking,792.0
2012,la Barceloneta,3,Neighbourhood,Tourism and hospitality,229.0
2012,la Teixonera,38,Neighbourhood,Industry,442.0
2012,No consta,99999,District,Religious,5.0
2012,la Sagrera,61,Neighbourhood,Tourism and hospitality,21.0
2012,Vilapicina i la Torre Llobeta,44,Neighbourhood,Sports,9.0
2012,la Sagrada Família,6,Neighbourhood,Industry,1301.0
2012,la Sagrera,61,Neighbourhood,Education and culture,146.0
2012,Torre Baró,54,Neighbourhood,Other,4.0
2012,el Coll,29,Neighbourhood,Tourism and hospitality,10.0
2012,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Entertainment,5.0
2012,Gràcia,6,District,Industry,5686.0
2012,la Bordeta,16,Neighbourhood,Housing,8476.0
2012,el Guinardó,35,Neighbourhood,Parking,6952.0
2012,el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,Industry,1864.0
2012,Can Baró,34,Neighbourhood,Healthcare,31.0
2012,Les Corts,4,District,Healthcare,178.0
2012,Sant Martí,10,District,Housing,110074.0
2012,Ciutat Meridiana,55,Neighbourhood,Tourism and hospitality,6.0
2012,el Guinardó,35,Neighbourhood,Tourism and hospitality,61.0
2012,l'Antiga Esquerra de l'Eixample,8,Neighbourhood,Parking,9596.0
2012,Pedralbes,21,Neighbourhood,Industry,293.0
2012,la Clota,42,Neighbourhood,Commerce,34.0
2012,Torre Baró,54,Neighbourhood,Housing,1616.0
2012,el Congrés i els Indians,62,Neighbourhood,Housing,6995.0
2012,Sants-Badal,17,Neighbourhood,Religious,14.0
2012,la Maternitat i Sant Ramon,20,Neighbourhood,Parking,7351.0
2012,el Bon Pastor,59,Neighbourhood,Housing,5562.0
2012,la Barceloneta,3,Neighbourhood,Sports,26.0
2012,el Clot,65,Neighbourhood,Entertainment,9.0
2012,el Fort Pienc,5,Neighbourhood,Other,12.0
2012,la Sagrada Família,6,Neighbourhood,Education and culture,48.0
2012,Navas,63,Neighbourhood,Offices,147.0
2012,el Poblenou,68,Neighbourhood,Sports,13.0
2012,el Raval,1,Neighbourhood,Other,30.0
2012,el Poble Sec,11,Neighbourhood,Education and culture,154.0
2012,el Clot,65,Neighbourhood,Housing,12379.0
2012,la Marina del Prat Vermell,12,Neighbourhood,Parking,1226.0
2012,Can Baró,34,Neighbourhood,Tourism and hospitality,8.0
2012,Sant Martí,10,District,Other,91.0
2012,el Barri Gòtic,2,Neighbourhood,Religious,67.0
2012,la Marina de Port,13,Neighbourhood,Other,13.0
2012,Gràcia,6,District,Offices,1670.0
2012,Ciutat Vella,1,District,Tourism and hospitality,2233.0
2012,Sarrià,23,Neighbourhood,Industry,1123.0
2012,Ciutat Vella,1,District,Other,301.0
2012,la Sagrera,61,Neighbourhood,Commerce,1366.0
2012,Gràcia,6,District,Healthcare,504.0
2012,el Barri Gòtic,2,Neighbourhood,Commerce,1763.0
2012,Sarrià-Sant Gervasi,5,District,Other,145.0
2012,Sant Antoni,10,Neighbourhood,Education and culture,95.0
2012,Sants-Badal,17,Neighbourhood,Education and culture,34.0
2012,L'Eixample,2,District,Tourism and hospitality,1925.0
2012,el Besòs i el Maresme,70,Neighbourhood,Offices,193.0
2012,Vilapicina i la Torre Llobeta,44,Neighbourhood,Education and culture,158.0
2012,la Verneda i la Pau,73,Neighbourhood,Industry,1415.0
2012,"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,Offices,13.0
2012,Ciutat Meridiana,55,Neighbourhood,Parking,123.0
2012,Sant Andreu,60,Neighbourhood,Healthcare,63.0
2012,Porta,45,Neighbourhood,Entertainment,10.0
2012,el Putxet i el Farró,27,Neighbourhood,Healthcare,117.0
2012,Barcelona,1,Municipality,Sports,2744.0
2012,Les Corts,4,District,Industry,3210.0
2012,el Carmel,37,Neighbourhood,Entertainment,5.0
2012,la Guineueta,48,Neighbourhood,Tourism and hospitality,20.0
2012,la Vall d'Hebron,41,Neighbourhood,Tourism and hospitality,29.0
2012,Canyelles,49,Neighbourhood,Healthcare,3.0
2012,Sant Gervasi- la Bonanova,25,Neighbourhood,Parking,9793.0
2012,Navas,63,Neighbourhood,Healthcare,11.0
2012,Hostafrancs,15,Neighbourhood,Entertainment,4.0
2012,les Tres Torres,24,Neighbourhood,Housing,6967.0
2012,el Fort Pienc,5,Neighbourhood,Sports,12.0
2012,la Vila Olímpica del Poblenou,67,Neighbourhood,Offices,145.0
