district_code,longitude,staircase,number_type,building_entrance,street_type,street_number_start,street_number_end,district_name,neighbourhood_name,generalitat_register_number,floor,door,letter2,number_of_places,expedient_number,letter1,latitude,block,street_name,neighbourhood_code,id
01,"2,17017206787341",,1,,Carrer,19,,CIUTAT VELLA,el Raval,HUTB-002222,01,1,,3,01-2009-0354,,"41,3784454355655",,SANT JOSEP ORIOL,01,1
01,"2,18200417667745",,2,,Carrer,22,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-003654,1,,,3,01-2011-0123,,"41,3828840594187",,AGULLERS,04,2
01,"2,17308601359367",,2,,Carrer,8,,CIUTAT VELLA,el Barri Gòtic,HUTB-001678,01,2,,3,01-2011-0137,,"41,3822240718426",,ROCA,02,3
01,"2,18200417667745",,2,,Carrer,22,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-003650,2,,,3,01-2011-0152,,"41,3828840594187",,AGULLERS,04,4
01,"2,18330533470055",,1,,Plaça,9,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-002534,01,2,,9,01-2011-0157,B,"41,3836849458057",,OLLES,04,5
01,"2,16791052480686",,1,,Carrer,1,,CIUTAT VELLA,el Raval,HUTB-000935,PR,2,,8,01-2011-0160,,"41,385019815186",,JOVELLANOS,01,6
01,"2,17308601359367",,2,,Carrer,8,,CIUTAT VELLA,el Barri Gòtic,HUTB-001679,02,2,,3,01-2011-0170,,"41,3822240718426",,ROCA,02,7
01,"2,17308601359367",,2,,Carrer,8,,CIUTAT VELLA,el Barri Gòtic,HUTB-001681,03,2,,3,01-2011-0171,,"41,3822240718426",,ROCA,02,8
01,"2,17308601359367",,2,,Carrer,8,,CIUTAT VELLA,el Barri Gòtic,HUTB-001685,04,2,,3,01-2011-0172,,"41,3822240718426",,ROCA,02,9
01,"2,17308601359367",,2,,Carrer,8,,CIUTAT VELLA,el Barri Gòtic,HUTB-001686,05,2,,3,01-2011-0173,,"41,3822240718426",,ROCA,02,10
01,"2,17883430924802",,1,,Carrer,5,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-013223,05,,,4,01-2011-0192,,"41,3848227965769",,MERCADERS,04,11
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002459,01,1,,5,01-2011-0193,,"41,3784423179871",,NOU DE LA RAMBLA,01,12
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002460,01,2,,6,01-2011-0194,,"41,3784423179871",,NOU DE LA RAMBLA,01,13
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002461,02,1,,5,01-2011-0195,,"41,3784423179871",,NOU DE LA RAMBLA,01,14
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002462,02,2,,6,01-2011-0196,,"41,3784423179871",,NOU DE LA RAMBLA,01,15
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002463,03,1,,5,01-2011-0197,,"41,3784423179871",,NOU DE LA RAMBLA,01,16
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002464,03,2,,6,01-2011-0198,,"41,3784423179871",,NOU DE LA RAMBLA,01,17
01,"2,16823411182539",,1,,Carrer,11,,CIUTAT VELLA,el Raval,HUTB-013579,01,1,,9,01-2013-0132,,"41,3787499585243",,AURORA,01,141
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002465,04,1,,5,01-2011-0199,,"41,3784423179871",,NOU DE LA RAMBLA,01,18
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002466,04,2,,6,01-2011-0200,,"41,3784423179871",,NOU DE LA RAMBLA,01,19
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002467,05,1,,5,01-2011-0201,,"41,3784423179871",,NOU DE LA RAMBLA,01,20
01,"2,17367913693235",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-002468,05,2,,6,01-2011-0202,,"41,3784423179871",,NOU DE LA RAMBLA,01,21
01,"2,18874739928066",,1,,Carrer,61,,CIUTAT VELLA,la Barceloneta,HUTB-002228,BJ,,,6,01-2011-0254,,"41,3787961823306",,SANT MIQUEL,03,22
01,"2,18874739928066",,1,,Carrer,61,,CIUTAT VELLA,la Barceloneta,HUTB-002237,1,,,6,01-2011-0255,,"41,3787961823306",,SANT MIQUEL,03,23
01,"2,18874739928066",,1,,Carrer,61,,CIUTAT VELLA,la Barceloneta,HUTB-002226,2,,,6,01-2011-0256,,"41,3787961823306",,SANT MIQUEL,03,24
01,"2,18874739928066",,1,,Carrer,61,,CIUTAT VELLA,la Barceloneta,HUTB-002227,3,,,6,01-2011-0257,,"41,3787961823306",,SANT MIQUEL,03,25
01,"2,1792879921103",,2,,Carrer,58,,CIUTAT VELLA,el Barri Gòtic,HUTB-013215,PR,3B,,10,01-2011-0409,,"41,3801857821536",,AVINYO,02,26
01,"2,16471120314601",,1,,Carrer,53,,CIUTAT VELLA,el Raval,HUTB-000909,AT,,,5,01-2011-0546,,"41,3834719060871",,JOAQUIN COSTA,01,27
01,"2,16471120314601",,1,,Carrer,53,,CIUTAT VELLA,el Raval,HUTB-000911,03,,,8,01-2011-0547,,"41,3834719060871",,JOAQUIN COSTA,01,28
01,"2,17719765198566",,2,,Passatge,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-001632,EN,1,,11,01-2012-0158,,"41,380064394068",,RELLOTGE,02,29
01,"2,16747917213483",,1,,Carrer,133,,CIUTAT VELLA,el Raval,HUTB-000727,PR,2,,12,01-2012-0164,,"41,3795569595001",,HOSPITAL,01,30
01,"2,16469317300152",,1,,Carrer,7,,CIUTAT VELLA,el Raval,HUTB-002124,1,3,,2,01-2012-0166,B,"41,3785856107149",,SALVADOR,01,31
01,"2,16469317300152",,1,,Carrer,7,,CIUTAT VELLA,el Raval,HUTB-002125,1,4,,3,01-2012-0167,B,"41,3785856107149",,SALVADOR,01,32
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-013111,01,1,,3,01-2012-0185,,"41,3806515630941",,FERRAN,02,33
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-013112,01,2,,4,01-2012-0186,,"41,3806515630941",,FERRAN,02,34
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-013113,01,3,,5,01-2012-0187,,"41,3806515630941",,FERRAN,02,35
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-013114,02,1,,6,01-2012-0188,,"41,3806515630941",,FERRAN,02,36
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-013115,02,2,,4,01-2012-0189,,"41,3806515630941",,FERRAN,02,37
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-013116,02,3,,5,01-2012-0190,,"41,3806515630941",,FERRAN,02,38
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-013117,03,1,,6,01-2012-0191,,"41,3806515630941",,FERRAN,02,39
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-014595,03,2,,4,01-2012-0192,,"41,3806515630941",,FERRAN,02,40
01,"2,17449943206438",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-013119,03,3,,5,01-2012-0193,,"41,3806515630941",,FERRAN,02,41
01,"2,18075205279705",,1,,Carrer,35,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-002786,03,2,,3,01-2012-0203,,"41,3890801947205",,PORTAL NOU,04,42
01,"2,1740360911743",,1,,Carrer,33,,CIUTAT VELLA,el Barri Gòtic,HUTB-003352,EN,2,,5,01-2012-0209,,"41,3869374396681",,COMTAL,02,43
01,"2,1740360911743",,1,,Carrer,33,,CIUTAT VELLA,el Barri Gòtic,HUTB-003353,PR,1,,2,01-2012-0210,,"41,3869374396681",,COMTAL,02,44
01,"2,1740360911743",,1,,Carrer,33,,CIUTAT VELLA,el Barri Gòtic,HUTB-003354,PR,2,,5,01-2012-0211,,"41,3869374396681",,COMTAL,02,45
01,"2,1740360911743",,1,,Carrer,33,,CIUTAT VELLA,el Barri Gòtic,HUTB-003348,01,1,,2,01-2012-0212,,"41,3869374396681",,COMTAL,02,46
01,"2,1740360911743",,1,,Carrer,33,,CIUTAT VELLA,el Barri Gòtic,HUTB-003349,02,1,,2,01-2012-0213,,"41,3869374396681",,COMTAL,02,47
01,"2,1740360911743",,1,,Carrer,33,,CIUTAT VELLA,el Barri Gòtic,HUTB-003350,02,2,,2,01-2012-0214,,"41,3869374396681",,COMTAL,02,48
01,"2,18139300191678",,2,,Passeig,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-003340,04,B,,4,01-2012-0317,,"41,380913704225",,COLOM,02,49
01,"2,17623422219989",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-001506,01,1,,9,01-2012-0440,,"41,3797817626377",,VIDRE,02,50
01,"2,17220376488025",,1,,Carrer,29,,CIUTAT VELLA,el Raval,HUTB-013139,02,,,4,01-2012-0441,,"41,3791536577735",,SANT PAU,01,51
01,"2,17220376488025",,1,,Carrer,29,,CIUTAT VELLA,el Raval,HUTB-013138,01,,,4,01-2012-0442,,"41,3791536577735",,SANT PAU,01,52
01,"2,17220376488025",,1,,Carrer,29,,CIUTAT VELLA,el Raval,HUTB-013137,PR,,,4,01-2012-0443,,"41,3791536577735",,SANT PAU,01,53
01,"2,17914131398488",,1,,Carrer,3,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-013147,01,,,4,01-2012-0446,,"41,3845668496808",,VOLTA D'EN COLOMINES,04,54
01,"2,16496154223015",,2,,Carrer,4,,CIUTAT VELLA,el Raval,HUTB-001174,02,1,,6,01-2012-0450,,"41,3828776507513",,TIGRE,01,55
01,"2,17972443785532",,2,,Carrer,4,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-000139,02,2,,3,01-2012-0464,,"41,3843507382699",,ESQUIROL,04,56
01,"2,17432038986819",,2,,Carrer,6,,CIUTAT VELLA,el Raval,HUTB-002445,01,1,,7,01-2012-0465,,"41,3792323592535",,NOU DE LA RAMBLA,01,57
01,"2,17276427287011",,1,,Carrer,5,,CIUTAT VELLA,el Barri Gòtic,HUTB-000191,02,2,,7,01-2012-0468,,"41,3851496345785",,FLOR,02,58
01,"2,18189686726965",,1,,Carrer,15,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-003501,01,2,,7,01-2012-0469,,"41,3821441573354",,CONSOLAT DE MAR,04,59
01,"2,17527411799697",,2,,Plaça,8,,CIUTAT VELLA,el Barri Gòtic,HUTB-001628,03,3,,7,01-2012-0486,,"41,3804661676554",,REIAL,02,60
01,"2,18233849427832",,1,,Carrer,7,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-012817,1,,,2,01-2012-0492,,"41,3833235525156",,ESPASERIA,04,61
01,"2,18012304681155",,2,,Carrer,6,8,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-002370,04,1,,3,01-2012-0513,,"41,3873806088343",,MONTANYANS,04,62
01,"2,16685073094614",,1,,Plaça,1,,CIUTAT VELLA,el Raval,HUTB-003091,03,1,,2,01-2012-0514,,"41,3812437530549",,EMILI VENDRELL,01,63
01,"2,17312865291471",,1,,Carrer,31,,CIUTAT VELLA,el Raval,HUTB-002481,04,2,,4,01-2012-0516,,"41,3779148642194",,NOU DE LA RAMBLA,01,64
01,"2,17214268332247",,1,,Carrer,11,,CIUTAT VELLA,el Barri Gòtic,HUTB-004062,03,2,,3,01-2012-0522,,"41,3839472726715",,BOT,02,65
01,"2,18997292001453",,1,,Carrer,85,,CIUTAT VELLA,la Barceloneta,HUTB-002716,03,2,,3,01-2012-0523,,"41,3761773910849",,PESCADORS,03,66
01,"2,17885098924054",,2,,Carrer,70,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-001218,04,C,,9,01-2012-0524,,"41,3905616108028",,TRAFALGAR,04,67
01,"2,17220376488025",,1,,Carrer,29,,CIUTAT VELLA,el Raval,HUTB-013140,03,,,4,01-2012-0537,,"41,3791536577735",,SANT PAU,01,68
01,"2,17220376488025",,1,,Carrer,29,,CIUTAT VELLA,el Raval,HUTB-013141,04,,,4,01-2012-0538,,"41,3791536577735",,SANT PAU,01,69
01,"2,17744408943804",,2,,Plaça,4,,CIUTAT VELLA,el Barri Gòtic,HUTB-013133,01,2,,11,01-2012-0541,,"41,376819870528",,PORTAL DE LA PAU,02,70
01,"2,1763986135654",,2,,Carrer,4,,CIUTAT VELLA,el Barri Gòtic,HUTB-002416,01,1,,7,01-2012-0555,,"41,3801086964823",,AGLA,02,71
01,"2,18272073366818",,1,,Carrer,3,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-001588,06,,,4,01-2012-0557,,"41,3840405013351",,VOLTA D'EN BUFANALLA,04,72
01,"2,16503788024198",,2,,Carrer,76,,CIUTAT VELLA,el Raval,HUTB-001780,EN,2,,4,01-2012-0559,,"41,3851728689239",,TALLERS,01,73
01,"2,1664528349034",,1,,Carrer,7,,CIUTAT VELLA,el Raval,HUTB-001434,EN,3,,5,01-2012-0560,,"41,3846259680178",,VALLDONZELLA,01,74
01,"2,18864181085563",,2,,Passeig,50,,CIUTAT VELLA,la Barceloneta,HUTB-000837,04,1,,4,01-2012-0567,,"41,3774464251389",,JOAN BORBO COMTE BARCELONA,03,75
01,"2,18864181085563",,2,,Passeig,50,,CIUTAT VELLA,la Barceloneta,HUTB-000838,04,4,,4,01-2012-0568,,"41,3774464251389",,JOAN BORBO COMTE BARCELONA,03,76
01,"2,17290708166739",,1,,Carrer,23,,CIUTAT VELLA,el Raval,HUTB-001243,PR,1,,11,01-2012-0573,,"41,3789804113178",,UNIO,01,77
01,"2,16440049637968",,1,,Carrer,1,,CIUTAT VELLA,el Raval,HUTB-009483,02,2,,4,01-2012-0578,,"41,3789326983586",,SALVADOR,01,78
01,"2,17331803174371",,2,,Carrer,4,,CIUTAT VELLA,el Barri Gòtic,HUTB-000135,EN,1,,4,01-2012-0595,,"41,3863021264333",,ESPOLSA-SACS,02,79
01,"2,18192744443875",,2,,Carrer,2,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-003331,01,,,6,01-2012-0598,,"41,3851463558113",,CIRERA,04,80
01,"2,16773378272323",,1,,Carrer,69,,CIUTAT VELLA,el Raval,HUTB-002974,05,1,,6,01-2012-0602,,"41,3807002614006",,CARME,01,81
01,"2,18084166685759",,1,,Carrer,57,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-002787,03,1,,4,01-2012-0603,,"41,3896173200583",,PORTAL NOU,04,82
01,"2,17883430924802",,1,,Carrer,5,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-000071,02,,,4,01-2012-0628,,"41,3848227965769",,MERCADERS,04,83
01,"2,18014456337352",,1,,Carrer,23,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-002957,01,2,,8,01-2012-0629,,"41,3867246728552",,CARDERS,04,84
01,"2,17883430924802",,1,,Carrer,5,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-000072,03,,,4,01-2012-0636,,"41,3848227965769",,MERCADERS,04,85
01,"2,17883430924802",,1,,Carrer,5,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-000073,EN,,,2,01-2012-0637,,"41,3848227965769",,MERCADERS,04,86
01,"2,17549248082489",,2,,Carrer,14,,CIUTAT VELLA,el Barri Gòtic,HUTB-002194,EN,2,,6,01-2012-0642,,"41,3828947999756",,SALOMO BEN ADRET,02,87
01,"2,17414046480003",,2,,Carrer,10,,CIUTAT VELLA,el Raval,HUTB-002457,EN,1A,,4,01-2012-0648,,"41,3790604205025",,NOU DE LA RAMBLA,01,88
01,"2,17414046480003",,2,,Carrer,10,,CIUTAT VELLA,el Raval,HUTB-002458,EN,1B,,5,01-2012-0649,,"41,3790604205025",,NOU DE LA RAMBLA,01,89
01,"2,17414046480003",,2,,Carrer,10,,CIUTAT VELLA,el Raval,HUTB-002451,01,1A,,4,01-2012-0650,,"41,3790604205025",,NOU DE LA RAMBLA,01,90
01,"2,17414046480003",,2,,Carrer,10,,CIUTAT VELLA,el Raval,HUTB-002452,01,1B,,5,01-2012-0651,,"41,3790604205025",,NOU DE LA RAMBLA,01,91
01,"2,17414046480003",,2,,Carrer,10,,CIUTAT VELLA,el Raval,HUTB-002454,02,1B,,5,01-2012-0652,,"41,3790604205025",,NOU DE LA RAMBLA,01,92
01,"2,17414046480003",,2,,Carrer,10,,CIUTAT VELLA,el Raval,HUTB-002453,02,1A,,4,01-2012-0653,,"41,3790604205025",,NOU DE LA RAMBLA,01,93
01,"2,17414046480003",,2,,Carrer,10,,CIUTAT VELLA,el Raval,HUTB-002455,03,1A,,4,01-2012-0654,,"41,3790604205025",,NOU DE LA RAMBLA,01,94
01,"2,17414046480003",,2,,Carrer,10,,CIUTAT VELLA,el Raval,HUTB-002456,03,1B,,5,01-2012-0655,,"41,3790604205025",,NOU DE LA RAMBLA,01,95
01,"2,17305513069546",,1,,Carrer,73,,CIUTAT VELLA,el Raval,HUTB-000951,02,2,,14,01-2012-0666,,"41,3811075749653",,RAMBLA,01,96
01,"2,17864634393161",,2,,Passatge,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-003079,02,1,,8,01-2012-0669,,"41,3777240679119",,DORMITORI DE SANT FRANCESC,02,97
01,"2,17864634393161",,2,,Passatge,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-003080,02,2,,8,01-2012-0670,,"41,3777240679119",,DORMITORI DE SANT FRANCESC,02,98
01,"2,17864634393161",,2,,Passatge,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-003081,03,1,,8,01-2012-0671,,"41,3777240679119",,DORMITORI DE SANT FRANCESC,02,99
01,"2,17864634393161",,2,,Passatge,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-003082,03,2,,8,01-2012-0672,,"41,3777240679119",,DORMITORI DE SANT FRANCESC,02,100
01,"2,17864634393161",,2,,Passatge,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-003083,04,1,,8,01-2012-0673,,"41,3777240679119",,DORMITORI DE SANT FRANCESC,02,101
01,"2,17864634393161",,2,,Passatge,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-003084,04,2,,8,01-2012-0674,,"41,3777240679119",,DORMITORI DE SANT FRANCESC,02,102
01,"2,1707166376321",,1,,Plaça,21,,CIUTAT VELLA,el Barri Gòtic,HUTB-003294,07,2,,6,01-2012-0675,,"41,3859122437592",,CATALUNYA,02,103
01,"2,17014452094058",,1,,Carrer,1,,CIUTAT VELLA,el Raval,HUTB-001775,PR,,,12,01-2012-0676,,"41,3846666674796",,TALLERS,01,104
01,"2,17422117734241",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-015726,1,1,,3,01-2012-0684,,"41,3855622489384",,DURAN I BAS,02,105
01,"2,17422117734241",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-075263,1,2,,3,01-2012-0685,,"41,3855622489384",,DURAN I BAS,02,106
01,"2,17422117734241",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-075262,2,1,,3,01-2012-0686,,"41,3855622489384",,DURAN I BAS,02,107
01,"2,17422117734241",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-075261,2,2,,3,01-2012-0687,,"41,3855622489384",,DURAN I BAS,02,108
01,"2,17422117734241",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-075260,3,1,,3,01-2012-0688,,"41,3855622489384",,DURAN I BAS,02,109
01,"2,17422117734241",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-075256,3,2,,3,01-2012-0689,,"41,3855622489384",,DURAN I BAS,02,110
01,"2,17422117734241",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-075254,4,1,,3,01-2012-0690,,"41,3855622489384",,DURAN I BAS,02,111
01,"2,17422117734241",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-075252,4,2,,3,01-2012-0691,,"41,3855622489384",,DURAN I BAS,02,112
01,"2,18310480690395",,2,,Carrer,4,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-002906,05,,,5,01-2012-0705,,"41,3845657277982",,CALDERS,04,113
01,"2,17623422219989",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-001507,1,4,,8,01-2013-0010,,"41,3797817626377",,VIDRE,02,114
01,"2,17623422219989",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-001508,3,4,,7,01-2013-0011,,"41,3797817626377",,VIDRE,02,115
01,"2,17441642779802",,1,,Carrer,13,17,CIUTAT VELLA,el Barri Gòtic,HUTB-002565,01,5,,6,01-2013-0018,,"41,3832731647452",,PALLA,02,116
01,"2,17732106661937",,1,,Carrer,13,,CIUTAT VELLA,el Barri Gòtic,HUTB-002524,01,1,,4,01-2013-0027,,"41,3796282224122",,OBRADORS,02,117
01,"2,18009311175612",,2,,Carrer,16,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-002791,03,,,4,01-2013-0028,,"41,387700306365",,POU DE LA FIGUERA,04,118
01,"2,16585012607245",,1,,Carrer,1,,CIUTAT VELLA,el Raval,HUTB-002977,02,1,,3,01-2013-0029,,"41,3784742754825",,CARRETES,01,119
01,"2,19035134395498",,1,,Carrer,17,,CIUTAT VELLA,la Barceloneta,HUTB-000681,BJ,,,2,01-2013-0051,,"41,3794984377429",,GRAU I TORRAS,03,120
01,"2,19035134395498",,1,,Carrer,17,,CIUTAT VELLA,la Barceloneta,HUTB-000682,1,,,2,01-2013-0052,,"41,3794984377429",,GRAU I TORRAS,03,121
01,"2,19035134395498",,1,,Carrer,17,,CIUTAT VELLA,la Barceloneta,HUTB-000683,2,,,2,01-2013-0053,,"41,3794984377429",,GRAU I TORRAS,03,122
01,"2,19035134395498",,1,,Carrer,17,,CIUTAT VELLA,la Barceloneta,HUTB-000684,3,,,2,01-2013-0054,,"41,3794984377429",,GRAU I TORRAS,03,123
01,"2,19035134395498",,1,,Carrer,17,,CIUTAT VELLA,la Barceloneta,HUTB-000685,4,,,2,01-2013-0055,,"41,3794984377429",,GRAU I TORRAS,03,124
01,"2,19035134395498",,1,,Carrer,17,,CIUTAT VELLA,la Barceloneta,HUTB-000686,5,,,2,01-2013-0056,,"41,3794984377429",,GRAU I TORRAS,03,125
01,"2,18233390392008",,1,,Carrer,31,,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",HUTB-000183,1,1,,6,01-2013-0064,,"41,3852794845606",,FLASSADERS,04,126
01,"2,17791086311863",,1,,Carrer,3,,CIUTAT VELLA,el Barri Gòtic,HUTB-003022,EN,,,3,01-2013-0071,,"41,3834011486887",,DAGUERIA,02,127
01,"2,17791086311863",,1,,Carrer,3,,CIUTAT VELLA,el Barri Gòtic,HUTB-003023,PR,,,3,01-2013-0072,,"41,3834011486887",,DAGUERIA,02,128
01,"2,17791086311863",,1,,Carrer,3,,CIUTAT VELLA,el Barri Gòtic,HUTB-003024,02,,,3,01-2013-0073,,"41,3834011486887",,DAGUERIA,02,129
01,"2,17791086311863",,1,,Carrer,3,,CIUTAT VELLA,el Barri Gòtic,HUTB-003025,1,,,3,01-2013-0074,,"41,3834011486887",,DAGUERIA,02,130
01,"2,17719765198566",,2,,Passatge,2,,CIUTAT VELLA,el Barri Gòtic,HUTB-001631,02,1,,17,01-2013-0082,,"41,380064394068",,RELLOTGE,02,131
01,"2,17480464417448",,2,,Carrer,6,,CIUTAT VELLA,el Barri Gòtic,HUTB-001596,01,,,14,01-2013-0104,,"41,3813564380617",,RAURIC,02,132
01,"2,17623422219989",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-001509,PR,1,,9,01-2013-0105,,"41,3797817626377",,VIDRE,02,133
01,"2,17470576569957",,1,,Plaça,3,,CIUTAT VELLA,el Barri Gòtic,HUTB-001623,2,1,,8,01-2013-0106,,"41,3801559179923",,REIAL,02,134
01,"2,17470576569957",,1,,Plaça,3,,CIUTAT VELLA,el Barri Gòtic,HUTB-001624,2,2,,7,01-2013-0107,,"41,3801559179923",,REIAL,02,135
01,"2,17470576569957",,1,,Plaça,3,,CIUTAT VELLA,el Barri Gòtic,HUTB-001625,2,3,,6,01-2013-0108,,"41,3801559179923",,REIAL,02,136
01,"2,17470576569957",,1,,Plaça,3,,CIUTAT VELLA,el Barri Gòtic,HUTB-001626,3,1,,11,01-2013-0109,,"41,3801559179923",,REIAL,02,137
01,"2,17702408563738",,1,,Carrer,7,,CIUTAT VELLA,el Barri Gòtic,HUTB-002509,03,2,,8,01-2013-0117,,"41,3792459632107",,NOU DE SANT FRANCESC,02,138
01,"2,16715821799874",,1,,Carrer,25,,CIUTAT VELLA,el Raval,HUTB-003876,02,3,,4,01-2013-0130,,"41,3779874811025",,AURORA,01,139
01,"2,16808911806216",,1,,Carrer,11,,CIUTAT VELLA,el Raval,HUTB-013577,02,1,,6,01-2013-0131,B,"41,3786441888886",,AURORA,01,140
01,"2,17432038986819",,2,,Carrer,6,,CIUTAT VELLA,el Raval,HUTB-002446,01,2,,3,01-2013-0135,,"41,3792323592535",,NOU DE LA RAMBLA,01,142
01,"2,18121310276147",,1,,Passeig,5,,CIUTAT VELLA,el Barri Gòtic,HUTB-003346,01,2,,9,01-2013-0137,,"41,3806987567858",,COLOM,02,143
01,"2,16628633472241",,2,,Carrer,28,,CIUTAT VELLA,el Raval,HUTB-000905,EN,1,,6,01-2013-0147,,"41,3821320219285",,JOAQUIN COSTA,01,144
01,"2,16628633472241",,2,,Carrer,28,,CIUTAT VELLA,el Raval,HUTB-000906,EN,2,,4,01-2013-0148,,"41,3821320219285",,JOAQUIN COSTA,01,145
01,"2,16628633472241",,2,,Carrer,28,,CIUTAT VELLA,el Raval,HUTB-000899,2,1,,6,01-2013-0149,,"41,3821320219285",,JOAQUIN COSTA,01,146
01,"2,16628633472241",,2,,Carrer,28,,CIUTAT VELLA,el Raval,HUTB-000900,2,2,,4,01-2013-0150,,"41,3821320219285",,JOAQUIN COSTA,01,147
01,"2,16628633472241",,2,,Carrer,28,,CIUTAT VELLA,el Raval,HUTB-000901,3,1,,6,01-2013-0151,,"41,3821320219285",,JOAQUIN COSTA,01,148
01,"2,16628633472241",,2,,Carrer,28,,CIUTAT VELLA,el Raval,HUTB-000902,3,2,,4,01-2013-0152,,"41,3821320219285",,JOAQUIN COSTA,01,149
01,"2,16628633472241",,2,,Carrer,28,,CIUTAT VELLA,el Raval,HUTB-000903,4,1,,6,01-2013-0153,,"41,3821320219285",,JOAQUIN COSTA,01,150
01,"2,16628633472241",,2,,Carrer,28,,CIUTAT VELLA,el Raval,HUTB-000904,4,2,,4,01-2013-0154,,"41,3821320219285",,JOAQUIN COSTA,01,151
01,"2,17569647455123",,1,,Carrer,15,,CIUTAT VELLA,el Raval,HUTB-000941,02,2,,6,01-2013-0160,,"41,377835898247",,RAMBLA,01,152
