district_code,longitude,staircase,number_type,building_entrance,street_type,street_number_start,street_number_end,district_name,neighbourhood_name,generalitat_register_number,floor,door,letter2,number_of_places,expedient_number,letter1,latitude,block,street_name,neighbourhood_code,id
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011335,PR,4,,5,02-2014-1767,,"41,405419997874",,CORSEGA,06,4985
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011311,01,1,,4,02-2014-1768,,"41,405419997874",,CORSEGA,06,4986
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011275,01,2,,4,02-2014-1769,,"41,396964168537",,DIPUTACIO,07,4987
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011312,01,2,,6,02-2014-1770,,"41,405419997874",,CORSEGA,06,4988
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011313,01,3,,6,02-2014-1772,,"41,405419997874",,CORSEGA,06,4989
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011314,01,4,,5,02-2014-1773,,"41,405419997874",,CORSEGA,06,4990
04,"2,14074683467221",,1,,Carrer,31,,LES CORTS,les Corts,HUTB-000093,03,1,,4,04-2011-0271,,"41,3852078224594",,EQUADOR,19,6938
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011286,04,2,,2,02-2014-1774,,"41,396964168537",,DIPUTACIO,07,4991
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011315,02,1,,4,02-2014-1775,,"41,405419997874",,CORSEGA,06,4992
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011316,02,2,,4,02-2014-1776,,"41,405419997874",,CORSEGA,06,4993
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011317,02,3,,4,02-2014-1777,,"41,405419997874",,CORSEGA,06,4994
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011318,02,4,,5,02-2014-1778,,"41,405419997874",,CORSEGA,06,4995
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011323,04,1,,4,02-2014-1779,,"41,405419997874",,CORSEGA,06,4996
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011324,04,2,,6,02-2014-1780,,"41,405419997874",,CORSEGA,06,4997
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011326,04,4,,5,02-2014-1781,,"41,405419997874",,CORSEGA,06,4998
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011327,05,1,,4,02-2014-1782,,"41,405419997874",,CORSEGA,06,4999
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011328,05,2,,3,02-2014-1784,,"41,405419997874",,CORSEGA,06,5000
02,"2,17422925936651",,1,,Avinguda,45,,L'EIXAMPLE,la Sagrada Família,HUTB-010765,03,3,,5,02-2014-1785,,"41,4074255842931",,GAUDI,06,5001
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011329,05,3,,4,02-2014-1786,,"41,405419997874",,CORSEGA,06,5002
02,"2,1713304517596",,2,,Carrer,518,,L'EIXAMPLE,la Sagrada Família,HUTB-011330,05,4,,4,02-2014-1787,,"41,405419997874",,CORSEGA,06,5003
02,"2,16003670415733",,1,,Passeig,101,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-010935,SA,5,,3,02-2014-1788,,"41,3956767880983",,GRACIA,07,5004
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011294,EN,2,,4,02-2014-1790,,"41,396964168537",,DIPUTACIO,07,5005
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011274,01,1,,2,02-2014-1791,,"41,396964168537",,DIPUTACIO,07,5006
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011276,01,3,,5,02-2014-1792,,"41,396964168537",,DIPUTACIO,07,5007
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011277,1,4,,5,02-2014-1793,,"41,396964168537",,DIPUTACIO,07,5008
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011278,02,1,,4,02-2014-1794,,"41,396964168537",,DIPUTACIO,07,5009
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011279,2,2,,4,02-2014-1795,,"41,396964168537",,DIPUTACIO,07,5010
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011280,2,3,,4,02-2014-1796,,"41,396964168537",,DIPUTACIO,07,5011
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011281,02,4,,5,02-2014-1797,,"41,396964168537",,DIPUTACIO,07,5012
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011283,03,2,,4,02-2014-1798,,"41,396964168537",,DIPUTACIO,07,5013
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011284,03,4,,3,02-2014-1799,,"41,396964168537",,DIPUTACIO,07,5014
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011285,04,1,,5,02-2014-1800,,"41,396964168537",,DIPUTACIO,07,5015
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011287,04,3,,5,02-2014-1802,,"41,396964168537",,DIPUTACIO,07,5016
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011288,04,4,,2,02-2014-1803,,"41,396964168537",,DIPUTACIO,07,5017
02,"2,17598429248728",,2,,Carrer,354,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011292,05,4,,4,02-2014-1806,,"41,396964168537",,DIPUTACIO,07,5018
02,"2,17453860611694",,2,,Avinguda,44,,L'EIXAMPLE,la Sagrada Família,HUTB-010763,5,3,,7,02-2014-1807,,"41,4082478991724",,GAUDI,06,5019
02,"2,17462847183381",,2,,Carrer,410,,L'EIXAMPLE,el Fort Pienc,HUTB-010753,4,1,,6,02-2014-1808,,"41,3992108642271",,ARAGO,05,5020
02,"2,16074480991176",,2,,Carrer,46,,L'EIXAMPLE,Sant Antoni,HUTB-011678,01,2,,7,02-2014-1809,,"41,3772168768815",,VILADOMAT,10,5021
02,"2,15024227731515",,1,,Carrer,165,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-011195,PR,2,,9,02-2014-1810,,"41,3917044621688",,CASANOVA,08,5022
02,"2,15473938814873",,2,,Carrer,154,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-010873,02,1,,6,02-2014-1811,,"41,3912047388786",,ROSSELLO,08,5023
02,"2,17020176863153",,2,,Carrer,88,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-010903,03,2,,5,02-2014-1814,,"41,3956550848807",,GIRONA,07,5024
02,"2,15454368096943",D,2,,Carrer,164,,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-011012,03,1,,6,02-2014-1818,,"41,3836119733093",,COMTE BORRELL,09,5025
02,"2,17621448058019",,2,,Carrer,360,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011297,03,1,,10,02-2014-1819,,"41,3971358153293",,DIPUTACIO,07,5026
02,"2,17621448058019",,2,,Carrer,360,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011298,04,3,,4,02-2014-1820,,"41,3971358153293",,DIPUTACIO,07,5027
02,"2,16037160587605",,2,,Carrer,50,,L'EIXAMPLE,Sant Antoni,HUTB-013090,1,2,,4,02-2014-1824,,"41,3826159004208",,VILLARROEL,10,5028
02,"2,16037160587605",,2,,Carrer,50,,L'EIXAMPLE,Sant Antoni,HUTB-013096,PR,2,,4,02-2014-1825,,"41,3826159004208",,VILLARROEL,10,5029
02,"2,16037160587605",,2,,Carrer,50,,L'EIXAMPLE,Sant Antoni,HUTB-013091,02,1,,4,02-2014-1826,,"41,3826159004208",,VILLARROEL,10,5030
02,"2,16037160587605",,2,,Carrer,50,,L'EIXAMPLE,Sant Antoni,HUTB-013094,EN,1,,4,02-2014-1827,,"41,3826159004208",,VILLARROEL,10,5031
02,"2,16037160587605",,2,,Carrer,50,,L'EIXAMPLE,Sant Antoni,HUTB-013095,PR,1,,4,02-2014-1828,,"41,3826159004208",,VILLARROEL,10,5032
02,"2,16037160587605",,2,,Carrer,50,,L'EIXAMPLE,Sant Antoni,HUTB-013089,1,1,,4,02-2014-1829,,"41,3826159004208",,VILLARROEL,10,5033
02,"2,16037160587605",,2,,Carrer,50,,L'EIXAMPLE,Sant Antoni,HUTB-013093,3,2,,4,02-2014-1830,,"41,3826159004208",,VILLARROEL,10,5034
02,"2,16037160587605",,2,,Carrer,50,,L'EIXAMPLE,Sant Antoni,HUTB-013092,2,2,,4,02-2014-1831,,"41,3826159004208",,VILLARROEL,10,5035
02,"2,1727727812773",,2,,Carrer,374,,L'EIXAMPLE,la Sagrada Família,HUTB-012070,AT,A,,2,02-2014-2011,,"41,4013748823071",,MALLORCA,06,5036
02,"2,17690718761975",,2,,Carrer,470,,L'EIXAMPLE,el Fort Pienc,HUTB-012024,06,1,,5,02-2014-2012,,"41,3993634804261",,CONSELL DE CENT,05,5037
02,"2,16014948989902",,2,,Carrer,48,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012000,3,2,,7,02-2014-2013,,"41,3844962912735",,CASANOVA,08,5038
02,"2,16612593496097",,2,,Carrer,306,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012042,03,1,,4,02-2014-2019,,"41,3946718504346",,VALENCIA,07,5039
02,"2,16363053573767",,2,,Carrer,282,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-010924,PR,1,,9,02-2014-2020,,"41,389393727049",,CONSELL DE CENT,07,5040
02,"2,15213189350289",,1,,Carrer,113,,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-012119,1,1,,4,02-2014-2021,,"41,3800353044963",,ROCAFORT,09,5041
02,"2,15219190604789",,1,,Carrer,111,,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-012118,PR,1,,9,02-2014-2022,,"41,3799900785715",,ROCAFORT,09,5042
02,"2,17331998457495",,1,,Gran Via,657,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012034,02,2,,13,02-2014-2023,,"41,3935453654209",,CORTS CATALANES,07,5043
02,"2,17156248870794",,1,,Carrer,77,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011991,02,2,,11,02-2014-2024,,"41,3960563019807",,BAILEN,07,5044
02,"2,17396825250235",,2,,Carrer,570,,L'EIXAMPLE,la Sagrada Família,HUTB-012028,03,1,,4,02-2014-2025,,"41,4074120189818",,CORSEGA,06,5045
02,"2,16926931950505",,1,,Passeig,3,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012059,03,4,,6,02-2014-2026,,"41,3882147883132",,GRACIA,07,5046
02,"2,16416729183616",,2,,Rambla,52,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012005,4,2,,7,02-2014-2038,,"41,3907478342805",,CATALUNYA,07,5047
02,"2,16416729183616",,2,,Rambla,52,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012006,04,1,,7,02-2014-2040,,"41,3907478342805",,CATALUNYA,07,5048
02,"2,16416729183616",,2,,Rambla,52,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012007,02,2,,7,02-2014-2042,,"41,3907478342805",,CATALUNYA,07,5049
02,"2,16416729183616",,2,,Rambla,52,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012008,AT,3,,2,02-2014-2043,,"41,3907478342805",,CATALUNYA,07,5050
02,"2,1500109696994",,1,,Carrer,213,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012150,11,3,,9,02-2014-2044,,"41,3901627235507",,VILLARROEL,08,5051
02,"2,15799780002449",,1,,Carrer,89,,L'EIXAMPLE,Sant Antoni,HUTB-012148,EN,3,,6,02-2014-2045,,"41,3790181565741",,VILADOMAT,10,5052
02,"2,15799780002449",,1,,Carrer,89,,L'EIXAMPLE,Sant Antoni,HUTB-012149,EN,4,,6,02-2014-2046,,"41,3790181565741",,VILADOMAT,10,5053
02,"2,17507474102712",,1,,Carrer,415,,L'EIXAMPLE,la Sagrada Família,HUTB-012144,02,3,,5,02-2014-2048,,"41,4016731459515",,VALENCIA,06,5054
02,"2,17867992991086",,2,,Carrer,12,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-011979,PR,1,,6,02-2014-2052,,"41,3918077044409",,ALI BEI,07,5055
02,"2,15634435924997",E,1,,Carrer,113,115,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-012040,01,1,,6,02-2014-2054,,"41,3824827129553",,DIPUTACIO,09,5056
02,"2,17686339104584",,1,,Carrer,479,,L'EIXAMPLE,el Fort Pienc,HUTB-012025,EN,2,,4,02-2014-2055,,"41,3996081529248",,CONSELL DE CENT,05,5057
02,"2,17295391524956",,2,,Carrer,8,10,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012121,01,1,,5,02-2014-2056,,"41,3901636865812",,ROGER DE LLURIA,07,5058
02,"2,17281752622886",A,1,,Avinguda,311,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012039,07,1,,2,02-2014-2057,,"41,3996143115676",,DIAGONAL,07,5059
02,"2,16143868845072",,2,,Carrer,214,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012041,05,1,,2,02-2014-2058,,"41,3860372949388",,DIPUTACIO,08,5060
02,"2,1738570288696",,2,,Carrer,568,,L'EIXAMPLE,la Sagrada Família,HUTB-012027,05,2,,8,02-2014-2059,,"41,4073301981093",,CORSEGA,06,5061
02,"2,17764091275173",B,2,,Passatge,8,,L'EIXAMPLE,la Sagrada Família,HUTB-012142,02,,,3,02-2014-2060,,"41,4044786671231",,UTSET,06,5062
02,"2,1488173256056",,1,,Carrer,51,,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-003775,04,3,,5,02-2014-2061,,"41,3802158355781",,ARAGO,09,5063
02,"2,1677419685812",,2,,Rambla,12,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012896,AT,2,,8,02-2014-2064,,"41,3881328439831",,CATALUNYA,07,5064
02,"2,17629716586788",,1,,Carrer,439,,L'EIXAMPLE,la Sagrada Família,HUTB-013060,02,1,,4,02-2014-2067,,"41,4025859135366",,VALENCIA,06,5065
02,"2,17629716586788",,1,,Carrer,439,,L'EIXAMPLE,la Sagrada Família,HUTB-013064,AT,,,3,02-2014-2068,,"41,4025859135366",,VALENCIA,06,5066
02,"2,17629716586788",,1,,Carrer,439,,L'EIXAMPLE,la Sagrada Família,HUTB-013065,EN,2,,2,02-2014-2069,,"41,4025859135366",,VALENCIA,06,5067
02,"2,15883681734785",,1,,Carrer,71,73,L'EIXAMPLE,Sant Antoni,HUTB-012051,06,2,,9,02-2014-2070,,"41,3788781549587",,FLORIDABLANCA,10,5068
02,"2,17629716586788",,1,,Carrer,439,,L'EIXAMPLE,la Sagrada Família,HUTB-013066,PR,1,,4,02-2014-2071,,"41,4025859135366",,VALENCIA,06,5069
02,"2,15328564834384",,2,,Carrer,160,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012001,04,2,,8,02-2014-2072,,"41,3899978272333",,CASANOVA,08,5070
02,"2,17629716586788",,1,,Carrer,439,,L'EIXAMPLE,la Sagrada Família,HUTB-013061,02,2,,3,02-2014-2076,,"41,4025859135366",,VALENCIA,06,5071
02,"2,17629716586788",,1,,Carrer,439,,L'EIXAMPLE,la Sagrada Família,HUTB-013062,03,2,,3,02-2014-2078,,"41,4025859135366",,VALENCIA,06,5072
02,"2,17629716586788",,1,,Carrer,439,,L'EIXAMPLE,la Sagrada Família,HUTB-013063,04,2,,3,02-2014-2079,,"41,4025859135366",,VALENCIA,06,5073
02,"2,15593805619918",E,1,,Carrer,31,,L'EIXAMPLE,Sant Antoni,HUTB-012050,1,4,,10,02-2014-2080,,"41,3767011040723",,FLORIDABLANCA,10,5074
02,"2,17156248870794",,1,,Carrer,77,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012877,PR,2,,9,02-2014-2082,,"41,3960563019807",,BAILEN,07,5075
02,"2,17156248870794",,1,,Carrer,77,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012874,02,1,,9,02-2014-2083,,"41,3960563019807",,BAILEN,07,5076
02,"2,17156248870794",,1,,Carrer,77,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012875,03,2,,9,02-2014-2084,,"41,3960563019807",,BAILEN,07,5077
02,"2,17156248870794",,1,,Carrer,77,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012876,04,2,,9,02-2014-2085,,"41,3960563019807",,BAILEN,07,5078
02,"2,17629716586788",,1,,Carrer,439,,L'EIXAMPLE,la Sagrada Família,HUTB-012146,EN,1,,2,02-2014-2088,,"41,4025859135366",,VALENCIA,06,5079
02,"2,15790829582578",,1,,Rambla,127,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012018,05,2,,12,02-2014-2094,,"41,3949095100702",,CATALUNYA,07,5080
02,"2,15237094265972",,2,,Carrer,78,,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-012366,06,3,,8,02-2014-2111,,"41,3826179167334",,ARAGO,09,5081
02,"2,17220086001756",,1,,Carrer,13,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012409,2,1,,6,02-2014-2118,,"41,3879969286893",,FONTANELLA,07,5082
02,"2,17220086001756",,1,,Carrer,13,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012410,2,2,,6,02-2014-2119,,"41,3879969286893",,FONTANELLA,07,5083
02,"2,17418077267654",,1,,Avinguda,87,,L'EIXAMPLE,la Sagrada Família,HUTB-012432,02,B,,3,02-2014-2124,,"41,4107971316854",,GAUDI,06,5084
02,"2,15803133709702",,2,,Carrer,82,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012370,PR,2,,5,02-2014-2127,,"41,3895117477059",,ARIBAU,08,5085
02,"2,17697874675522",,1,,Carrer,269,,L'EIXAMPLE,la Sagrada Família,HUTB-012379,2,1,,7,02-2014-2129,,"41,4090140909527",,CARTAGENA,06,5086
02,"2,16370186842354",,2,,Carrer,392,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012402,AT,1,,6,02-2014-2130,,"41,3996815012802",,CORSEGA,07,5087
02,"2,16766324493346",,1,,Carrer,319,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012448,01,2,,6,02-2014-2134,,"41,3978198239465",,MALLORCA,07,5088
02,"2,15930770603597",,2,,Carrer,134,,L'EIXAMPLE,Sant Antoni,HUTB-012487,AT,1A,,8,02-2014-2137,,"41,3806579420396",,SEPULVEDA,10,5089
02,"2,16496210924648",,2,,Rambla,42,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012382,AT,1A,,10,02-2014-2142,,"41,3901655863461",,CATALUNYA,07,5090
02,"2,18035762709005",,1,,Carrer,241,,L'EIXAMPLE,la Sagrada Família,HUTB-012381,02,2,,3,02-2014-2143,,"41,4048010645599",,CASTILLEJOS,06,5091
02,"2,18212585259045",,2,,Carrer,190,,L'EIXAMPLE,el Fort Pienc,HUTB-052253,18,1,,4,02-2014-2144,,"41,4004391958973",,LEPANT,05,5092
02,"2,15937199140404",,2,,Carrer,84,,L'EIXAMPLE,Sant Antoni,HUTB-012389,PR,2A,,8,02-2014-2145,,"41,3799564828316",,COMTE BORRELL,10,5093
02,"2,17428711880156",,2,,Passatge,14,,L'EIXAMPLE,la Sagrada Família,HUTB-012446,BJ,2,,6,02-2014-2146,,"41,402018401004",,MAIOL,06,5094
02,"2,1783697268012",,1,,Gran Via,701,,L'EIXAMPLE,el Fort Pienc,HUTB-012405,SA,1,,6,02-2014-2147,,"41,3973347627273",,CORTS CATALANES,05,5095
02,"2,15547056825794",,2,,Carrer,126,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012390,05,,,6,02-2014-2149,,"41,384673982869",,COMTE D'URGELL,08,5096
02,"2,16573120941948",,1,,Carrer,277,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-076582,2,2,,5,02-2016-0717,,"41,3946528206163",,VALENCIA,07,5167
02,"2,17707209088618",,1,,Carrer,423,,L'EIXAMPLE,la Sagrada Família,HUTB-012449,04,4,,7,02-2014-2155,,"41,4048681461374",,MALLORCA,06,5097
02,"2,1718021192901",,2,,Ronda,14,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012486,01,1,,6,02-2014-2162,,"41,3884415073944",,SANT PERE,07,5098
02,"2,1718021192901",,2,,Ronda,14,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012485,01,2,,4,02-2014-2163,,"41,3884415073944",,SANT PERE,07,5099
02,"2,15777481307093",,2,,Carrer,238,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012471,AT,3,,3,02-2014-2172,,"41,3917875972838",,PROVENÇA,08,5100
02,"2,15468347072289",,2,,Carrer,136,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012499,EN,1,,4,02-2014-2173,,"41,386913856106",,VILLARROEL,08,5101
02,"2,15468347072289",,2,,Carrer,136,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012498,EN,2,,4,02-2014-2174,,"41,386913856106",,VILLARROEL,08,5102
02,"2,16465794410278",,1,,Carrer,247,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012406,02,1,,4,02-2014-2175,,"41,3887319507857",,DIPUTACIO,07,5103
02,"2,15777481307093",,2,,Carrer,238,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012470,AT,2,,3,02-2014-2176,,"41,3917875972838",,PROVENÇA,08,5104
02,"2,17458856812189",,1,,Carrer,401,,L'EIXAMPLE,el Fort Pienc,HUTB-012367,PR,1,,3,02-2014-2189,,"41,3996709779681",,ARAGO,05,5105
02,"2,16804693274556",,1,,Carrer,303,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-012368,4,,,6,02-2014-2192,,"41,3947502050373",,ARAGO,07,5106
02,"2,15006026768183",,2,,Carrer,92,,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-012491,01,1,,5,02-2014-2199,,"41,3825764797156",,VALENCIA,09,5107
02,"2,15006026768183",,2,,Carrer,92,,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-012492,PR,1,,5,02-2014-2200,,"41,3825764797156",,VALENCIA,09,5108
02,"2,16184737871058",,2,,Carrer,18,,L'EIXAMPLE,Sant Antoni,HUTB-012393,01,1,,9,02-2014-2203,,"41,3798665129979",,COMTE D'URGELL,10,5109
02,"2,16184737871058",,2,,Carrer,18,,L'EIXAMPLE,Sant Antoni,HUTB-012394,01,2,,9,02-2014-2205,,"41,3798665129979",,COMTE D'URGELL,10,5110
02,"2,16184737871058",,2,,Carrer,18,,L'EIXAMPLE,Sant Antoni,HUTB-012391,03,1,,9,02-2014-2208,,"41,3798665129979",,COMTE D'URGELL,10,5111
02,"2,16184737871058",,2,,Carrer,18,,L'EIXAMPLE,Sant Antoni,HUTB-012398,04,2,,9,02-2014-2211,,"41,3798665129979",,COMTE D'URGELL,10,5112
02,"2,15703243167648",,1,,Carrer,219,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-012477,03,2,,9,02-2014-2227,,"41,3932033189366",,ROSSELLO,08,5113
02,"2,18151292417363",2,2,,Carrer,530,534,L'EIXAMPLE,la Sagrada Família,HUTB-012665,1,B,,8,02-2014-2325,,"41,4028137159213",,CONSELL DE CENT,06,5114
02,"2,15668758196099",,1,,Carrer,77,,L'EIXAMPLE,Sant Antoni,HUTB-013053,04,2,,6,02-2014-2434,,"41,3789609659547",,SEPULVEDA,10,5115
02,"2,14784037021629",,2,,Carrer,106,,L'EIXAMPLE,la Nova Esquerra de l'Eixample,HUTB-013088,PR,6,,4,02-2014-2442,,"41,3801449575357",,VILAMARI,09,5116
02,"2,15711630281603",,1,,Carrer,65,,L'EIXAMPLE,Sant Antoni,HUTB-012885,02,3,,4,02-2014-2447,,"41,3779780088889",,CALABRIA,10,5117
02,"2,15711630281603",,1,,Carrer,65,,L'EIXAMPLE,Sant Antoni,HUTB-012886,04,1,,4,02-2014-2448,,"41,3779780088889",,CALABRIA,10,5118
02,"2,15711630281603",,1,,Carrer,65,,L'EIXAMPLE,Sant Antoni,HUTB-012890,PR,4,,4,02-2014-2449,,"41,3779780088889",,CALABRIA,10,5119
02,"2,15711630281603",,1,,Carrer,65,,L'EIXAMPLE,Sant Antoni,HUTB-012884,01,3,,4,02-2014-2450,,"41,3779780088889",,CALABRIA,10,5120
02,"2,15711630281603",,1,,Carrer,65,,L'EIXAMPLE,Sant Antoni,HUTB-012888,AT,2,,4,02-2014-2451,,"41,3779780088889",,CALABRIA,10,5121
02,"2,15711630281603",,1,,Carrer,65,,L'EIXAMPLE,Sant Antoni,HUTB-012887,05,4,,5,02-2014-2459,,"41,3779780088889",,CALABRIA,10,5122
02,"2,15711630281603",,1,,Carrer,65,,L'EIXAMPLE,Sant Antoni,HUTB-012889,AT,3,,6,02-2014-2460,,"41,3779780088889",,CALABRIA,10,5123
02,"2,1622271624796",,2,,Carrer,64,,L'EIXAMPLE,la Dreta de l'Eixample,HUTB-077390,PR,2,,15,02-2016-0549,,"41,3897506365275",,BALMES,07,5124
02,"2,15920156702119",,2,B,Carrer,30,,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,HUTB-076758,4,2,,6,02-2016-0555,,"41,3903316106959",,ENRIC GRANADOS,08,5125
02,"2,17424227969019",,1,,Avinguda,27,29,L'EIXAMPLE,la Sagrada Família,HUTB-076615,1,2,,5,02-2016-0564,,"41,4065796590576",,GAUDI,06,5126
02,"2,17424227969019",,1,,Avinguda,27,29,L'EIXAMPLE,la Sagrada Família,HUTB-076614,1,3,,5,02-2016-0565,,"41,4065796590576",,GAUDI,06,5127
02,"2,17424227969019",,1,,Avinguda,27,29,L'EIXAMPLE,la Sagrada Família,HUTB-076613,2,1,,5,02-2016-0566,,"41,4065796590576",,GAUDI,06,5128
02,"2,17424227969019",,1,,Avinguda,27,29,L'EIXAMPLE,la Sagrada Família,HUTB-076612,2,3,,5,02-2016-0567,,"41,4065796590576",,GAUDI,06,5129
02,"2,17424227969019",,1,,Avinguda,27,29,L'EIXAMPLE,la Sagrada Família,HUTB-076611,2,2,,5,02-2016-0568,,"41,4065796590576",,GAUDI,06,5130
02,"2,17424227969019",,1,,Avinguda,27,29,L'EIXAMPLE,la Sagrada Família,HUTB-076610,3,1,,8,02-2016-0569,,"41,4065796590576",,GAUDI,06,5131
02,"2,17424227969019",,1,,Avinguda,27,29,L'EIXAMPLE,la Sagrada Família,HUTB-076608,3,3,,5,02-2016-0570,,"41,4065796590576",,GAUDI,06,5132
