year,territory,territory_order,territory_type,num_unemployed,year_quarter
2005-02-28 00:00:00+00:00,Barcelona,1,Municipi,61495.0,2005Q1
2005-03-31 00:00:00+00:00,Barcelona,1,Municipi,61431.0,2005Q1
2005-04-30 00:00:00+00:00,Barcelona,1,Municipi,58577.0,2005Q2
2005-06-30 00:00:00+00:00,Barcelona,1,Municipi,54968.0,2005Q2
2005-09-30 00:00:00+00:00,Barcelona,1,Municipi,57335.0,2005Q3
2006-04-30 00:00:00+00:00,Barcelona,1,Municipi,55086.0,2006Q2
2006-05-31 00:00:00+00:00,Barcelona,1,Municipi,54072.0,2006Q2
2006-07-31 00:00:00+00:00,Barcelona,1,Municipi,54932.0,2006Q3
2006-08-31 00:00:00+00:00,Barcelona,1,Municipi,55987.0,2006Q3
2006-09-30 00:00:00+00:00,Barcelona,1,Municipi,53621.0,2006Q3
2006-10-31 00:00:00+00:00,Barcelona,1,Municipi,53329.0,2006Q4
2006-11-30 00:00:00+00:00,Barcelona,1,Municipi,53503.0,2006Q4
2006-12-31 00:00:00+00:00,Barcelona,1,Municipi,53279.0,2006Q4
2007-02-28 00:00:00+00:00,Barcelona,1,Municipi,52841.0,2007Q1
2007-03-31 00:00:00+00:00,Barcelona,1,Municipi,52921.0,2007Q1
2007-04-30 00:00:00+00:00,Barcelona,1,Municipi,51641.0,2007Q2
2007-06-30 00:00:00+00:00,Barcelona,1,Municipi,50790.0,2007Q2
2007-07-31 00:00:00+00:00,Barcelona,1,Municipi,52629.0,2007Q3
2007-08-31 00:00:00+00:00,Barcelona,1,Municipi,54331.0,2007Q3
2008-04-30 00:00:00+00:00,Barcelona,1,Municipi,57687.0,2008Q2
2008-06-30 00:00:00+00:00,Barcelona,1,Municipi,59374.0,2008Q2
2008-07-31 00:00:00+00:00,Barcelona,1,Municipi,61404.0,2008Q3
2008-08-31 00:00:00+00:00,Barcelona,1,Municipi,64368.0,2008Q3
2008-10-31 00:00:00+00:00,Barcelona,1,Municipi,68344.0,2008Q4
2008-12-31 00:00:00+00:00,Barcelona,1,Municipi,74304.0,2008Q4
2009-01-31 00:00:00+00:00,Barcelona,1,Municipi,80208.0,2009Q1
2009-01-31 00:00:00+00:00,Sant Andreu,9,Districte,7647.0,2009Q1
2009-01-31 00:00:00+00:00,Les Corts,4,Districte,3277.0,2009Q1
2009-01-31 00:00:00+00:00,Nou Barris,8,Districte,10111.0,2009Q1
2009-01-31 00:00:00+00:00,Sant Martí,10,Districte,12509.0,2009Q1
2009-01-31 00:00:00+00:00,Sants-Montjuïc,3,Districte,9757.0,2009Q1
2009-01-31 00:00:00+00:00,Ciutat Vella,1,Districte,7448.0,2009Q1
2009-01-31 00:00:00+00:00,Eixample,2,Districte,11318.0,2009Q1
2009-02-28 00:00:00+00:00,Sant Martí,10,Districte,13055.0,2009Q1
2009-02-28 00:00:00+00:00,No consta,999,Districte,5.0,2009Q1
2009-02-28 00:00:00+00:00,Gràcia,6,Districte,5955.0,2009Q1
2009-02-28 00:00:00+00:00,Sant Andreu,9,Districte,8024.0,2009Q1
2009-02-28 00:00:00+00:00,Horta-Guinardó,7,Districte,9063.0,2009Q1
2009-02-28 00:00:00+00:00,Barcelona,1,Municipi,84277.0,2009Q1
2009-02-28 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,4152.0,2009Q1
2009-02-28 00:00:00+00:00,Nou Barris,8,Districte,10579.0,2009Q1
2009-02-28 00:00:00+00:00,Les Corts,4,Districte,3441.0,2009Q1
2009-03-31 00:00:00+00:00,Nou Barris,8,Districte,11016.0,2009Q1
2009-03-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,4396.0,2009Q1
2009-03-31 00:00:00+00:00,Les Corts,4,Districte,3595.0,2009Q1
2009-03-31 00:00:00+00:00,Gràcia,6,Districte,6137.0,2009Q1
2009-03-31 00:00:00+00:00,Ciutat Vella,1,Districte,8271.0,2009Q1
2009-03-31 00:00:00+00:00,Sant Andreu,9,Districte,8525.0,2009Q1
2009-04-30 00:00:00+00:00,Gràcia,6,Districte,6208.0,2009Q2
2009-04-30 00:00:00+00:00,Sants-Montjuïc,3,Districte,10912.0,2009Q2
2009-04-30 00:00:00+00:00,Ciutat Vella,1,Districte,8274.0,2009Q2
2009-04-30 00:00:00+00:00,Sant Martí,10,Districte,14098.0,2009Q2
2009-05-31 00:00:00+00:00,Les Corts,4,Districte,3716.0,2009Q2
2009-05-31 00:00:00+00:00,Ciutat Vella,1,Districte,8224.0,2009Q2
2009-05-31 00:00:00+00:00,Nou Barris,8,Districte,11261.0,2009Q2
2009-06-30 00:00:00+00:00,No consta,999,Districte,5.0,2009Q2
2009-06-30 00:00:00+00:00,Horta-Guinardó,7,Districte,9506.0,2009Q2
2009-06-30 00:00:00+00:00,Barcelona,1,Municipi,87919.0,2009Q2
2009-06-30 00:00:00+00:00,Sant Andreu,9,Districte,8423.0,2009Q2
2009-07-31 00:00:00+00:00,Gràcia,6,Districte,6374.0,2009Q3
2009-07-31 00:00:00+00:00,Barcelona,1,Municipi,90565.0,2009Q3
2009-07-31 00:00:00+00:00,Horta-Guinardó,7,Districte,9757.0,2009Q3
2009-08-31 00:00:00+00:00,Barcelona,1,Municipi,94849.0,2009Q3
2009-08-31 00:00:00+00:00,Gràcia,6,Districte,6710.0,2009Q3
2009-08-31 00:00:00+00:00,Sants-Montjuïc,3,Districte,11308.0,2009Q3
2009-08-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5015.0,2009Q3
2009-08-31 00:00:00+00:00,Ciutat Vella,1,Districte,8420.0,2009Q3
2009-08-31 00:00:00+00:00,Nou Barris,8,Districte,11637.0,2009Q3
2009-08-31 00:00:00+00:00,Les Corts,4,Districte,3910.0,2009Q3
2009-09-30 00:00:00+00:00,Sant Andreu,9,Districte,9370.0,2009Q3
2009-09-30 00:00:00+00:00,Sant Martí,10,Districte,15252.0,2009Q3
2009-09-30 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5041.0,2009Q3
2009-09-30 00:00:00+00:00,Les Corts,4,Districte,3905.0,2009Q3
2009-09-30 00:00:00+00:00,No consta,999,Districte,5.0,2009Q3
2009-09-30 00:00:00+00:00,Eixample,2,Districte,13568.0,2009Q3
2009-10-31 00:00:00+00:00,Sant Martí,10,Districte,15439.0,2009Q4
2009-10-31 00:00:00+00:00,Eixample,2,Districte,13731.0,2009Q4
2009-10-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5004.0,2009Q4
2009-10-31 00:00:00+00:00,Sants-Montjuïc,3,Districte,11483.0,2009Q4
2009-10-31 00:00:00+00:00,Gràcia,6,Districte,6922.0,2009Q4
2009-10-31 00:00:00+00:00,Ciutat Vella,1,Districte,8944.0,2009Q4
2009-10-31 00:00:00+00:00,No consta,999,Districte,7.0,2009Q4
2009-10-31 00:00:00+00:00,Les Corts,4,Districte,3905.0,2009Q4
2009-11-30 00:00:00+00:00,Nou Barris,8,Districte,12484.0,2009Q4
2009-11-30 00:00:00+00:00,Ciutat Vella,1,Districte,9268.0,2009Q4
2009-11-30 00:00:00+00:00,Gràcia,6,Districte,7037.0,2009Q4
2009-11-30 00:00:00+00:00,Eixample,2,Districte,14082.0,2009Q4
2009-11-30 00:00:00+00:00,Barcelona,1,Municipi,99795.0,2009Q4
2009-11-30 00:00:00+00:00,Sants-Montjuïc,3,Districte,11927.0,2009Q4
2009-11-30 00:00:00+00:00,Sant Andreu,9,Districte,9529.0,2009Q4
2009-12-31 00:00:00+00:00,Gràcia,6,Districte,7153.0,2009Q4
2009-12-31 00:00:00+00:00,Les Corts,4,Districte,4024.0,2009Q4
2009-12-31 00:00:00+00:00,No consta,999,Districte,5.0,2009Q4
2009-12-31 00:00:00+00:00,Sant Martí,10,Districte,15880.0,2009Q4
2009-12-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5195.0,2009Q4
2009-12-31 00:00:00+00:00,Sants-Montjuïc,3,Districte,12030.0,2009Q4
2009-12-31 00:00:00+00:00,Eixample,2,Districte,14297.0,2009Q4
2009-12-31 00:00:00+00:00,Barcelona,1,Municipi,101062.0,2009Q4
2010-01-31 00:00:00+00:00,Gràcia,6,Districte,7398.0,2010Q1
2010-01-31 00:00:00+00:00,Eixample,2,Districte,14774.0,2010Q1
2010-01-31 00:00:00+00:00,Sant Andreu,9,Districte,10137.0,2010Q1
2010-01-31 00:00:00+00:00,No consta,999,Districte,33.0,2010Q1
2010-01-31 00:00:00+00:00,Horta-Guinardó,7,Districte,11203.0,2010Q1
2010-01-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5328.0,2010Q1
2010-01-31 00:00:00+00:00,Les Corts,4,Districte,4227.0,2010Q1
2010-01-31 00:00:00+00:00,Sant Martí,10,Districte,16489.0,2010Q1
2010-02-28 00:00:00+00:00,Gràcia,6,Districte,7513.0,2010Q1
2010-02-28 00:00:00+00:00,Sant Martí,10,Districte,16589.0,2010Q1
2010-02-28 00:00:00+00:00,Horta-Guinardó,7,Districte,11382.0,2010Q1
2010-02-28 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5365.0,2010Q1
2010-02-28 00:00:00+00:00,Ciutat Vella,1,Districte,9971.0,2010Q1
2010-02-28 00:00:00+00:00,Barcelona,1,Municipi,106961.0,2010Q1
2010-02-28 00:00:00+00:00,Sants-Montjuïc,3,Districte,12896.0,2010Q1
2010-02-28 00:00:00+00:00,Nou Barris,8,Districte,13400.0,2010Q1
2010-02-28 00:00:00+00:00,No consta,999,Districte,17.0,2010Q1
2010-03-31 00:00:00+00:00,Les Corts,4,Districte,4409.0,2010Q1
2010-03-31 00:00:00+00:00,Nou Barris,8,Districte,13538.0,2010Q1
2010-03-31 00:00:00+00:00,Sant Andreu,9,Districte,10594.0,2010Q1
2010-03-31 00:00:00+00:00,Horta-Guinardó,7,Districte,11477.0,2010Q1
2010-03-31 00:00:00+00:00,Ciutat Vella,1,Districte,10174.0,2010Q1
2010-03-31 00:00:00+00:00,Eixample,2,Districte,15232.0,2010Q1
2010-03-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5391.0,2010Q1
2010-04-30 00:00:00+00:00,Sant Martí,10,Districte,16535.0,2010Q2
2010-04-30 00:00:00+00:00,Gràcia,6,Districte,7414.0,2010Q2
2010-04-30 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5348.0,2010Q2
2010-04-30 00:00:00+00:00,Ciutat Vella,1,Districte,10013.0,2010Q2
2010-04-30 00:00:00+00:00,Sant Andreu,9,Districte,10524.0,2010Q2
2010-04-30 00:00:00+00:00,Sants-Montjuïc,3,Districte,12935.0,2010Q2
2010-04-30 00:00:00+00:00,Horta-Guinardó,7,Districte,11351.0,2010Q2
2010-04-30 00:00:00+00:00,No consta,999,Districte,31.0,2010Q2
2010-05-31 00:00:00+00:00,Nou Barris,8,Districte,13070.0,2010Q2
2010-05-31 00:00:00+00:00,Sant Martí,10,Districte,16151.0,2010Q2
2010-05-31 00:00:00+00:00,No consta,999,Districte,35.0,2010Q2
2010-05-31 00:00:00+00:00,Sant Andreu,9,Districte,10224.0,2010Q2
2010-05-31 00:00:00+00:00,Eixample,2,Districte,14600.0,2010Q2
2010-05-31 00:00:00+00:00,Sants-Montjuïc,3,Districte,12548.0,2010Q2
2010-05-31 00:00:00+00:00,Ciutat Vella,1,Districte,9734.0,2010Q2
2010-06-30 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5132.0,2010Q2
2010-06-30 00:00:00+00:00,Barcelona,1,Municipi,101089.0,2010Q2
2010-06-30 00:00:00+00:00,Les Corts,4,Districte,4032.0,2010Q2
2010-07-31 00:00:00+00:00,Barcelona,1,Municipi,99844.0,2010Q3
2010-07-31 00:00:00+00:00,Sant Andreu,9,Districte,9691.0,2010Q3
2010-07-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5244.0,2010Q3
2010-07-31 00:00:00+00:00,Sants-Montjuïc,3,Districte,11892.0,2010Q3
2010-07-31 00:00:00+00:00,Eixample,2,Districte,14145.0,2010Q3
2010-07-31 00:00:00+00:00,No consta,999,Districte,18.0,2010Q3
2010-07-31 00:00:00+00:00,Ciutat Vella,1,Districte,9316.0,2010Q3
2010-07-31 00:00:00+00:00,Gràcia,6,Districte,7055.0,2010Q3
2010-07-31 00:00:00+00:00,Sant Martí,10,Districte,15403.0,2010Q3
2010-08-31 00:00:00+00:00,Nou Barris,8,Districte,12625.0,2010Q3
2010-08-31 00:00:00+00:00,No consta,999,Districte,17.0,2010Q3
2010-08-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5398.0,2010Q3
2010-08-31 00:00:00+00:00,Les Corts,4,Districte,4140.0,2010Q3
2010-08-31 00:00:00+00:00,Ciutat Vella,1,Districte,9475.0,2010Q3
2010-08-31 00:00:00+00:00,Sants-Montjuïc,3,Districte,12159.0,2010Q3
2010-08-31 00:00:00+00:00,Sant Andreu,9,Districte,10013.0,2010Q3
2010-08-31 00:00:00+00:00,Barcelona,1,Municipi,102648.0,2010Q3
2010-08-31 00:00:00+00:00,Gràcia,6,Districte,7311.0,2010Q3
2010-09-30 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5258.0,2010Q3
2010-09-30 00:00:00+00:00,Barcelona,1,Municipi,101972.0,2010Q3
2010-09-30 00:00:00+00:00,Ciutat Vella,1,Districte,9430.0,2010Q3
2010-09-30 00:00:00+00:00,Les Corts,4,Districte,4071.0,2010Q3
2010-09-30 00:00:00+00:00,Eixample,2,Districte,14490.0,2010Q3
2010-09-30 00:00:00+00:00,Nou Barris,8,Districte,12669.0,2010Q3
2010-09-30 00:00:00+00:00,Gràcia,6,Districte,7214.0,2010Q3
2010-10-31 00:00:00+00:00,Horta-Guinardó,7,Districte,10891.0,2010Q4
2010-10-31 00:00:00+00:00,Nou Barris,8,Districte,12863.0,2010Q4
2010-10-31 00:00:00+00:00,No consta,999,Districte,14.0,2010Q4
2010-10-31 00:00:00+00:00,Les Corts,4,Districte,4092.0,2010Q4
2010-10-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5215.0,2010Q4
2010-10-31 00:00:00+00:00,Gràcia,6,Districte,7144.0,2010Q4
2010-10-31 00:00:00+00:00,Sant Martí,10,Districte,15900.0,2010Q4
2010-10-31 00:00:00+00:00,Eixample,2,Districte,14464.0,2010Q4
2010-10-31 00:00:00+00:00,Sant Andreu,9,Districte,10130.0,2010Q4
2010-11-30 00:00:00+00:00,Barcelona,1,Municipi,102364.0,2010Q4
2010-11-30 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5165.0,2010Q4
2010-11-30 00:00:00+00:00,Les Corts,4,Districte,4044.0,2010Q4
2010-11-30 00:00:00+00:00,Ciutat Vella,1,Districte,9768.0,2010Q4
2010-11-30 00:00:00+00:00,Sant Andreu,9,Districte,10114.0,2010Q4
2010-11-30 00:00:00+00:00,Gràcia,6,Districte,7046.0,2010Q4
2010-11-30 00:00:00+00:00,Sants-Montjuïc,3,Districte,12239.0,2010Q4
2010-12-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5108.0,2010Q4
2010-12-31 00:00:00+00:00,Ciutat Vella,1,Districte,9682.0,2010Q4
2010-12-31 00:00:00+00:00,No consta,999,Districte,6.0,2010Q4
2010-12-31 00:00:00+00:00,Eixample,2,Districte,14357.0,2010Q4
2010-12-31 00:00:00+00:00,Barcelona,1,Municipi,100868.0,2010Q4
2011-01-31 00:00:00+00:00,Torre Baró,54,Barri,236.0,2011Q1
2011-01-31 00:00:00+00:00,la Bordeta,16,Barri,1221.0,2011Q1
2011-01-31 00:00:00+00:00,Gràcia,6,Districte,7322.0,2011Q1
2011-01-31 00:00:00+00:00,el Fort Pienc,5,Barri,1901.0,2011Q1
2011-01-31 00:00:00+00:00,el Carmel,37,Barri,2464.0,2011Q1
2011-01-31 00:00:00+00:00,la Vall d'Hebron,41,Barri,318.0,2011Q1
2011-01-31 00:00:00+00:00,el Camp de l'Arpa del Clot,64,Barri,2701.0,2011Q1
2011-01-31 00:00:00+00:00,Horta,43,Barri,1886.0,2011Q1
2011-01-31 00:00:00+00:00,el Bon Pastor,59,Barri,967.0,2011Q1
2011-01-31 00:00:00+00:00,la Barceloneta,3,Barri,1463.0,2011Q1
2011-01-31 00:00:00+00:00,el Coll,29,Barri,389.0,2011Q1
2011-01-31 00:00:00+00:00,No consta,999,Districte,9.0,2011Q1
2011-01-31 00:00:00+00:00,el Poblenou,68,Barri,1954.0,2011Q1
2011-01-31 00:00:00+00:00,la Vila Olímpica del Poblenou,67,Barri,572.0,2011Q1
2011-01-31 00:00:00+00:00,el Besòs i el Maresme,70,Barri,2080.0,2011Q1
2011-01-31 00:00:00+00:00,Canyelles,49,Barri,617.0,2011Q1
2011-01-31 00:00:00+00:00,el Clot,65,Barri,1754.0,2011Q1
2011-01-31 00:00:00+00:00,Provençals del Poblenou,71,Barri,1367.0,2011Q1
2011-01-31 00:00:00+00:00,el Poble-sec,11,Barri,3389.0,2011Q1
2011-01-31 00:00:00+00:00,Sant Gervasi - la Bonanova,25,Barri,844.0,2011Q1
2011-01-31 00:00:00+00:00,Sant Genís dels Agudells,39,Barri,413.0,2011Q1
2011-01-31 00:00:00+00:00,Sants - Badal,17,Barri,1323.0,2011Q1
2011-01-31 00:00:00+00:00,Verdun,51,Barri,1026.0,2011Q1
2011-01-31 00:00:00+00:00,la Salut,30,Barri,790.0,2011Q1
2011-01-31 00:00:00+00:00,Eixample,2,Districte,15017.0,2011Q1
2011-01-31 00:00:00+00:00,la Dreta de l'Eixample,7,Barri,2071.0,2011Q1
2011-01-31 00:00:00+00:00,Can Peguera,47,Barri,148.0,2011Q1
2011-01-31 00:00:00+00:00,la Sagrada Família,6,Barri,3084.0,2011Q1
2011-01-31 00:00:00+00:00,les Roquetes,50,Barri,1339.0,2011Q1
2011-01-31 00:00:00+00:00,la Marina de Port,13,Barri,2216.0,2011Q1
2011-01-31 00:00:00+00:00,el Congrés i els Indians,62,Barri,917.0,2011Q1
2011-01-31 00:00:00+00:00,la Prosperitat,52,Barri,1897.0,2011Q1
2011-01-31 00:00:00+00:00,Pedralbes,21,Barri,319.0,2011Q1
2011-01-31 00:00:00+00:00,"Vallvidrera, el Tibidabo i les Planes",22,Barri,116.0,2011Q1
2011-01-31 00:00:00+00:00,Barcelona,1,Municipi,105456.0,2011Q1
2011-01-31 00:00:00+00:00,la Maternitat i Sant Ramon,20,Barri,1309.0,2011Q1
2011-01-31 00:00:00+00:00,la Guineueta,48,Barri,1265.0,2011Q1
2011-01-31 00:00:00+00:00,Nou Barris,8,Districte,13178.0,2011Q1
2011-01-31 00:00:00+00:00,Porta,45,Barri,1689.0,2011Q1
2011-01-31 00:00:00+00:00,la Font de la Guatlla,14,Barri,846.0,2011Q1
2011-01-31 00:00:00+00:00,el Parc i la Llacuna del Poblenou,66,Barri,823.0,2011Q1
2011-01-31 00:00:00+00:00,Sant Gervasi - Galvany,26,Barri,1692.0,2011Q1
2011-01-31 00:00:00+00:00,Les Corts,4,Districte,4172.0,2011Q1
2011-01-31 00:00:00+00:00,Sant Andreu,9,Districte,10394.0,2011Q1
2011-01-31 00:00:00+00:00,Sant Martí de Provençals,72,Barri,1926.0,2011Q1
2011-01-31 00:00:00+00:00,"Sant Pere, Santa Caterina i la Ribera",4,Barri,2023.0,2011Q1
2011-01-31 00:00:00+00:00,Baró de Viver,58,Barri,170.0,2011Q1
2011-01-31 00:00:00+00:00,Sants,18,Barri,2505.0,2011Q1
2011-01-31 00:00:00+00:00,Vallcarca i els Penitents,28,Barri,916.0,2011Q1
2011-01-31 00:00:00+00:00,el Turó de la Peira,46,Barri,1031.0,2011Q1
2011-01-31 00:00:00+00:00,la Nova Esquerra de l'Eixample,9,Barri,3211.0,2011Q1
2011-02-28 00:00:00+00:00,el Poblenou,68,Barri,2014.0,2011Q1
2011-02-28 00:00:00+00:00,el Bon Pastor,59,Barri,988.0,2011Q1
2011-02-28 00:00:00+00:00,la Salut,30,Barri,816.0,2011Q1
2011-02-28 00:00:00+00:00,Sant Andreu,9,Districte,10609.0,2011Q1
2011-02-28 00:00:00+00:00,la Teixonera,38,Barri,730.0,2011Q1
2011-02-28 00:00:00+00:00,les Corts,19,Barri,2615.0,2011Q1
2011-02-28 00:00:00+00:00,Sant Andreu,60,Barri,3999.0,2011Q1
2011-02-28 00:00:00+00:00,el Guinardó,35,Barri,2362.0,2011Q1
2011-02-28 00:00:00+00:00,el Fort Pienc,5,Barri,1922.0,2011Q1
2011-02-28 00:00:00+00:00,el Camp d'en Grassot i Gràcia Nova,32,Barri,2059.0,2011Q1
2011-02-28 00:00:00+00:00,Sant Gervasi - Galvany,26,Barri,1730.0,2011Q1
2011-02-28 00:00:00+00:00,el Parc i la Llacuna del Poblenou,66,Barri,852.0,2011Q1
2011-02-28 00:00:00+00:00,la Vila de Gràcia,31,Barri,3254.0,2011Q1
2011-02-28 00:00:00+00:00,el Carmel,37,Barri,2511.0,2011Q1
2011-02-28 00:00:00+00:00,Can Peguera,47,Barri,153.0,2011Q1
2011-02-28 00:00:00+00:00,les Roquetes,50,Barri,1386.0,2011Q1
2011-02-28 00:00:00+00:00,Navas,63,Barri,1434.0,2011Q1
2011-02-28 00:00:00+00:00,Nou Barris,8,Districte,13588.0,2011Q1
2011-02-28 00:00:00+00:00,Horta,43,Barri,1937.0,2011Q1
2011-02-28 00:00:00+00:00,Vilapicina i la Torre Llobeta,44,Barri,1748.0,2011Q1
2011-02-28 00:00:00+00:00,Barcelona,1,Municipi,107928.0,2011Q1
2011-02-28 00:00:00+00:00,el Congrés i els Indians,62,Barri,934.0,2011Q1
2011-02-28 00:00:00+00:00,Gràcia,6,Districte,7465.0,2011Q1
2011-02-28 00:00:00+00:00,la Vall d'Hebron,41,Barri,336.0,2011Q1
2011-02-28 00:00:00+00:00,les Tres Torres,24,Barri,473.0,2011Q1
2011-02-28 00:00:00+00:00,l'Antiga Esquerra de l'Eixample,8,Barri,2452.0,2011Q1
2011-02-28 00:00:00+00:00,Sant Martí de Provençals,72,Barri,1960.0,2011Q1
2011-02-28 00:00:00+00:00,Sarrià,23,Barri,678.0,2011Q1
2011-02-28 00:00:00+00:00,la Sagrada Família,6,Barri,3150.0,2011Q1
2011-02-28 00:00:00+00:00,Sant Gervasi - la Bonanova,25,Barri,858.0,2011Q1
2011-02-28 00:00:00+00:00,Eixample,2,Districte,15373.0,2011Q1
2011-02-28 00:00:00+00:00,Porta,45,Barri,1743.0,2011Q1
2011-02-28 00:00:00+00:00,el Turó de la Peira,46,Barri,1064.0,2011Q1
2011-02-28 00:00:00+00:00,la Verneda i la Pau,73,Barri,2222.0,2011Q1
2011-02-28 00:00:00+00:00,la Barceloneta,3,Barri,1485.0,2011Q1
2011-02-28 00:00:00+00:00,Sants,18,Barri,2580.0,2011Q1
2011-02-28 00:00:00+00:00,"Vallvidrera, el Tibidabo i les Planes",22,Barri,121.0,2011Q1
2011-02-28 00:00:00+00:00,Sants - Badal,17,Barri,1352.0,2011Q1
2011-02-28 00:00:00+00:00,el Camp de l'Arpa del Clot,64,Barri,2755.0,2011Q1
2011-02-28 00:00:00+00:00,el Poble-sec,11,Barri,3397.0,2011Q1
2011-02-28 00:00:00+00:00,Les Corts,4,Districte,4278.0,2011Q1
2011-02-28 00:00:00+00:00,Verdun,51,Barri,1063.0,2011Q1
2011-02-28 00:00:00+00:00,la Vila Olímpica del Poblenou,67,Barri,589.0,2011Q1
2011-02-28 00:00:00+00:00,la Trinitat Nova,53,Barri,876.0,2011Q1
2011-02-28 00:00:00+00:00,Pedralbes,21,Barri,325.0,2011Q1
2011-02-28 00:00:00+00:00,Can Baró,34,Barri,586.0,2011Q1
2011-02-28 00:00:00+00:00,No consta,999,Districte,8.0,2011Q1
2011-02-28 00:00:00+00:00,la Maternitat i Sant Ramon,20,Barri,1337.0,2011Q1
2011-02-28 00:00:00+00:00,Horta-Guinardó,7,Districte,11556.0,2011Q1
2011-02-28 00:00:00+00:00,la Marina de Port,13,Barri,2293.0,2011Q1
2011-02-28 00:00:00+00:00,la Nova Esquerra de l'Eixample,9,Barri,3301.0,2011Q1
2011-02-28 00:00:00+00:00,Hostafrancs,15,Barri,1078.0,2011Q1
2011-03-31 00:00:00+00:00,la Dreta de l'Eixample,7,Barri,2143.0,2011Q1
2011-03-31 00:00:00+00:00,Nou Barris,8,Districte,13879.0,2011Q1
2011-03-31 00:00:00+00:00,Sant Andreu,9,Districte,10774.0,2011Q1
2011-03-31 00:00:00+00:00,Sant Gervasi - la Bonanova,25,Barri,849.0,2011Q1
2011-03-31 00:00:00+00:00,la Sagrada Família,6,Barri,3131.0,2011Q1
2011-03-31 00:00:00+00:00,la Marina de Port,13,Barri,2300.0,2011Q1
2011-03-31 00:00:00+00:00,la Nova Esquerra de l'Eixample,9,Barri,3316.0,2011Q1
2011-03-31 00:00:00+00:00,la Vila Olímpica del Poblenou,67,Barri,609.0,2011Q1
2011-03-31 00:00:00+00:00,el Fort Pienc,5,Barri,1924.0,2011Q1
2011-03-31 00:00:00+00:00,el Coll,29,Barri,400.0,2011Q1
2011-03-31 00:00:00+00:00,la Font d'en Fargues,36,Barri,754.0,2011Q1
2011-03-31 00:00:00+00:00,Horta-Guinardó,7,Districte,11734.0,2011Q1
2011-03-31 00:00:00+00:00,Sant Martí de Provençals,72,Barri,1998.0,2011Q1
2011-03-31 00:00:00+00:00,el Camp d'en Grassot i Gràcia Nova,32,Barri,2053.0,2011Q1
2011-03-31 00:00:00+00:00,"Sant Pere, Santa Caterina i la Ribera",4,Barri,2084.0,2011Q1
2011-03-31 00:00:00+00:00,Sants - Badal,17,Barri,1362.0,2011Q1
2011-03-31 00:00:00+00:00,Barcelona,1,Municipi,109153.0,2011Q1
2011-03-31 00:00:00+00:00,el Parc i la Llacuna del Poblenou,66,Barri,868.0,2011Q1
2011-03-31 00:00:00+00:00,el Poble-sec,11,Barri,3487.0,2011Q1
2011-03-31 00:00:00+00:00,Can Baró,34,Barri,583.0,2011Q1
2011-03-31 00:00:00+00:00,Eixample,2,Districte,15397.0,2011Q1
2011-03-31 00:00:00+00:00,el Poblenou,68,Barri,2078.0,2011Q1
2011-03-31 00:00:00+00:00,el Barri Gòtic,2,Barri,1445.0,2011Q1
2011-03-31 00:00:00+00:00,la Prosperitat,52,Barri,2005.0,2011Q1
2011-03-31 00:00:00+00:00,el Turó de la Peira,46,Barri,1085.0,2011Q1
2011-03-31 00:00:00+00:00,la Font de la Guatlla,14,Barri,871.0,2011Q1
2011-03-31 00:00:00+00:00,Navas,63,Barri,1455.0,2011Q1
2011-03-31 00:00:00+00:00,la Teixonera,38,Barri,743.0,2011Q1
2011-03-31 00:00:00+00:00,el Clot,65,Barri,1823.0,2011Q1
2011-03-31 00:00:00+00:00,les Corts,19,Barri,2627.0,2011Q1
2011-03-31 00:00:00+00:00,la Maternitat i Sant Ramon,20,Barri,1346.0,2011Q1
2011-03-31 00:00:00+00:00,Sant Andreu,60,Barri,4063.0,2011Q1
2011-03-31 00:00:00+00:00,Provençals del Poblenou,71,Barri,1421.0,2011Q1
2011-03-31 00:00:00+00:00,la Guineueta,48,Barri,1340.0,2011Q1
2011-03-31 00:00:00+00:00,el Camp de l'Arpa del Clot,64,Barri,2769.0,2011Q1
2011-03-31 00:00:00+00:00,la Salut,30,Barri,813.0,2011Q1
2011-03-31 00:00:00+00:00,Sants-Montjuïc,3,Districte,13122.0,2011Q1
2011-03-31 00:00:00+00:00,Vallbona,56,Barri,149.0,2011Q1
2011-03-31 00:00:00+00:00,Sarrià-Sant Gervasi,5,Districte,5403.0,2011Q1
