Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,year,Valor
1,Ciutat Vella,1,el Raval,1,1001,1997,1092.0
1,Ciutat Vella,1,el Raval,1,1002,1997,1209.0
1,Ciutat Vella,1,el Raval,2,1003,1997,2129.0
1,Ciutat Vella,1,el Raval,2,1004,1997,2028.0
1,Ciutat Vella,1,el Raval,3,1005,1997,1893.0
1,Ciutat Vella,1,el Raval,3,1006,1997,1531.0
1,Ciutat Vella,1,el Raval,3,1007,1997,2210.0
1,Ciutat Vella,1,el Raval,4,1008,1997,1979.0
1,Ciutat Vella,1,el Raval,4,1009,1997,1486.0
1,Ciutat Vella,1,el Raval,4,1010,1997,1515.0
1,Ciutat Vella,1,el Raval,5,1011,1997,1940.0
1,Ciutat Vella,1,el Raval,5,1012,1997,1472.0
1,Ciutat Vella,1,el Raval,5,1013,1997,1080.0
1,Ciutat Vella,1,el Raval,6,1014,1997,1289.0
1,Ciutat Vella,1,el Raval,6,1015,1997,1586.0
1,Ciutat Vella,1,el Raval,6,1016,1997,1503.0
1,Ciutat Vella,1,el Raval,6,1017,1997,1740.0
1,Ciutat Vella,1,el Raval,7,1018,1997,985.0
1,Ciutat Vella,1,el Raval,7,1019,1997,1912.0
1,Ciutat Vella,1,el Raval,7,1020,1997,1871.0
1,Ciutat Vella,1,el Raval,8,1021,1997,1649.0
1,Ciutat Vella,2,el Barri Gòtic,9,1022,1997,1148.0
1,Ciutat Vella,2,el Barri Gòtic,9,1023,1997,1957.0
1,Ciutat Vella,2,el Barri Gòtic,10,1025,1997,1212.0
1,Ciutat Vella,2,el Barri Gòtic,10,1026,1997,1501.0
1,Ciutat Vella,2,el Barri Gòtic,10,1027,1997,1372.0
1,Ciutat Vella,2,el Barri Gòtic,11,1028,1997,1537.0
1,Ciutat Vella,2,el Barri Gòtic,11,1029,1997,1189.0
1,Ciutat Vella,2,el Barri Gòtic,12,1030,1997,2172.0
1,Ciutat Vella,2,el Barri Gòtic,12,1031,1997,1477.0
1,Ciutat Vella,3,la Barceloneta,13,1032,1997,2009.0
1,Ciutat Vella,3,la Barceloneta,13,1033,1997,1115.0
1,Ciutat Vella,3,la Barceloneta,13,1034,1997,1119.0
1,Ciutat Vella,3,la Barceloneta,14,1035,1997,1332.0
1,Ciutat Vella,3,la Barceloneta,14,1036,1997,1135.0
1,Ciutat Vella,3,la Barceloneta,15,1037,1997,1396.0
1,Ciutat Vella,3,la Barceloneta,15,1038,1997,1347.0
1,Ciutat Vella,3,la Barceloneta,15,1039,1997,1372.0
1,Ciutat Vella,3,la Barceloneta,15,1040,1997,1050.0
1,Ciutat Vella,3,la Barceloneta,15,1041,1997,1373.0
1,Ciutat Vella,3,la Barceloneta,15,1042,1997,1516.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,1997,1046.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,1997,1310.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,1997,1980.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,1997,1513.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,1997,1492.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,1997,1845.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,1997,1265.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,1997,1411.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,1997,1442.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,1997,1729.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,1997,2391.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,1997,1175.0
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,1997,1243.0
2,Eixample,5,el Fort Pienc,20,2001,1997,931.0
2,Eixample,5,el Fort Pienc,20,2002,1997,1522.0
2,Eixample,5,el Fort Pienc,20,2003,1997,809.0
2,Eixample,5,el Fort Pienc,20,2004,1997,1372.0
2,Eixample,5,el Fort Pienc,20,2005,1997,2080.0
2,Eixample,5,el Fort Pienc,20,2006,1997,1526.0
2,Eixample,5,el Fort Pienc,20,2007,1997,1004.0
2,Eixample,5,el Fort Pienc,20,2008,1997,1652.0
2,Eixample,5,el Fort Pienc,20,2009,1997,1436.0
2,Eixample,5,el Fort Pienc,21,2010,1997,1104.0
2,Eixample,5,el Fort Pienc,21,2011,1997,1069.0
2,Eixample,5,el Fort Pienc,21,2012,1997,1477.0
2,Eixample,5,el Fort Pienc,21,2013,1997,1029.0
2,Eixample,5,el Fort Pienc,22,2014,1997,1143.0
2,Eixample,5,el Fort Pienc,22,2015,1997,1424.0
2,Eixample,5,el Fort Pienc,22,2016,1997,1739.0
2,Eixample,5,el Fort Pienc,22,2017,1997,1732.0
2,Eixample,5,el Fort Pienc,22,2018,1997,1910.0
2,Eixample,5,el Fort Pienc,22,2019,1997,1864.0
2,Eixample,5,el Fort Pienc,22,2020,1997,1316.0
2,Eixample,6,la Sagrada Família,23,2021,1997,1443.0
2,Eixample,6,la Sagrada Família,23,2022,1997,1139.0
2,Eixample,6,la Sagrada Família,23,2023,1997,1059.0
2,Eixample,6,la Sagrada Família,23,2024,1997,1130.0
2,Eixample,6,la Sagrada Família,24,2025,1997,1063.0
2,Eixample,6,la Sagrada Família,24,2026,1997,1827.0
2,Eixample,6,la Sagrada Família,24,2027,1997,1921.0
2,Eixample,6,la Sagrada Família,24,2028,1997,1749.0
2,Eixample,6,la Sagrada Família,24,2029,1997,1134.0
2,Eixample,6,la Sagrada Família,24,2030,1997,1199.0
2,Eixample,6,la Sagrada Família,24,2031,1997,1142.0
2,Eixample,6,la Sagrada Família,24,2032,1997,1053.0
2,Eixample,6,la Sagrada Família,25,2033,1997,1095.0
2,Eixample,6,la Sagrada Família,25,2034,1997,1119.0
2,Eixample,6,la Sagrada Família,25,2035,1997,1361.0
2,Eixample,6,la Sagrada Família,25,2036,1997,1140.0
2,Eixample,6,la Sagrada Família,25,2037,1997,1041.0
2,Eixample,6,la Sagrada Família,25,2038,1997,1213.0
2,Eixample,6,la Sagrada Família,25,2039,1997,1604.0
2,Eixample,6,la Sagrada Família,25,2040,1997,1587.0
2,Eixample,6,la Sagrada Família,26,2041,1997,1647.0
2,Eixample,6,la Sagrada Família,26,2042,1997,1808.0
2,Eixample,6,la Sagrada Família,26,2043,1997,1154.0
2,Eixample,6,la Sagrada Família,26,2044,1997,1210.0
2,Eixample,6,la Sagrada Família,26,2045,1997,1195.0
2,Eixample,6,la Sagrada Família,26,2046,1997,1852.0
2,Eixample,6,la Sagrada Família,26,2047,1997,1868.0
2,Eixample,6,la Sagrada Família,26,2048,1997,1160.0
2,Eixample,6,la Sagrada Família,27,2049,1997,2136.0
2,Eixample,6,la Sagrada Família,27,2050,1997,1572.0
2,Eixample,6,la Sagrada Família,27,2051,1997,1891.0
2,Eixample,6,la Sagrada Família,27,2052,1997,1639.0
2,Eixample,6,la Sagrada Família,27,2053,1997,1586.0
2,Eixample,6,la Sagrada Família,27,2054,1997,1744.0
2,Eixample,7,la Dreta de l'Eixample,28,2055,1997,1761.0
2,Eixample,7,la Dreta de l'Eixample,28,2056,1997,1328.0
2,Eixample,7,la Dreta de l'Eixample,28,2057,1997,1114.0
2,Eixample,7,la Dreta de l'Eixample,28,2058,1997,1430.0
2,Eixample,7,la Dreta de l'Eixample,28,2059,1997,1650.0
2,Eixample,7,la Dreta de l'Eixample,28,2060,1997,1648.0
2,Eixample,7,la Dreta de l'Eixample,29,2061,1997,1174.0
2,Eixample,7,la Dreta de l'Eixample,29,2062,1997,1468.0
2,Eixample,7,la Dreta de l'Eixample,29,2063,1997,1175.0
2,Eixample,7,la Dreta de l'Eixample,29,2064,1997,1273.0
2,Eixample,7,la Dreta de l'Eixample,29,2065,1997,1704.0
2,Eixample,7,la Dreta de l'Eixample,30,2066,1997,1889.0
2,Eixample,7,la Dreta de l'Eixample,30,2067,1997,1442.0
2,Eixample,7,la Dreta de l'Eixample,30,2068,1997,1591.0
2,Eixample,7,la Dreta de l'Eixample,30,2069,1997,1289.0
2,Eixample,7,la Dreta de l'Eixample,31,2070,1997,1217.0
2,Eixample,7,la Dreta de l'Eixample,31,2071,1997,1344.0
2,Eixample,7,la Dreta de l'Eixample,31,2072,1997,789.0
2,Eixample,7,la Dreta de l'Eixample,32,2073,1997,1384.0
2,Eixample,7,la Dreta de l'Eixample,32,2074,1997,980.0
2,Eixample,7,la Dreta de l'Eixample,32,2075,1997,928.0
2,Eixample,7,la Dreta de l'Eixample,32,2076,1997,1225.0
2,Eixample,7,la Dreta de l'Eixample,33,2077,1997,1096.0
2,Eixample,7,la Dreta de l'Eixample,34,2078,1997,1021.0
2,Eixample,7,la Dreta de l'Eixample,34,2079,1997,1107.0
2,Eixample,7,la Dreta de l'Eixample,35,2080,1997,1378.0
2,Eixample,7,la Dreta de l'Eixample,35,2081,1997,2064.0
2,Eixample,7,la Dreta de l'Eixample,36,2082,1997,1051.0
2,Eixample,7,la Dreta de l'Eixample,36,2083,1997,1597.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,1997,1863.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,1997,1452.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,1997,1155.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2087,1997,1262.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2088,1997,1563.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2089,1997,1715.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2090,1997,1416.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,1997,1483.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,1997,1592.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,1997,1457.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,1997,1406.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,1997,1336.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,1997,1316.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,1997,948.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,1997,1469.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,1997,1443.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,1997,1327.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,1997,2052.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,1997,1366.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,1997,1704.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,1997,1170.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,1997,1910.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,1997,1394.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,1997,1629.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,1997,1675.0
2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,1997,2071.0
2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,1997,1705.0
2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,1997,1684.0
2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,1997,1461.0
2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,1997,1896.0
2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,1997,1656.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,1997,1324.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,1997,827.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,1997,1260.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,1997,1379.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,1997,1421.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,1997,1228.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,1997,1111.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,1997,1114.0
2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,1997,1034.0
2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,1997,1141.0
2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,1997,1613.0
2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,1997,1463.0
2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,1997,979.0
2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,1997,1163.0
2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,1997,1644.0
2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,1997,1217.0
2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,1997,1129.0
2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,1997,1169.0
2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,1997,1085.0
2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,1997,1466.0
2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,1997,1997.0
2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,1997,895.0
2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,1997,1273.0
2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,1997,1821.0
2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,1997,1472.0
2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,1997,1891.0
2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,1997,1135.0
2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,1997,1781.0
2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,1997,1206.0
2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,1997,1389.0
2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,1997,1045.0
2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,1997,1076.0
2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,1997,1879.0
2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,1997,1474.0
2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,1997,1639.0
2,Eixample,10,Sant Antoni,51,2150,1997,1285.0
2,Eixample,10,Sant Antoni,51,2151,1997,1256.0
2,Eixample,10,Sant Antoni,51,2152,1997,1299.0
2,Eixample,10,Sant Antoni,51,2153,1997,1390.0
2,Eixample,10,Sant Antoni,51,2154,1997,984.0
2,Eixample,10,Sant Antoni,51,2155,1997,1991.0
2,Eixample,10,Sant Antoni,51,2156,1997,1345.0
2,Eixample,10,Sant Antoni,51,2157,1997,1127.0
2,Eixample,10,Sant Antoni,52,2158,1997,1673.0
2,Eixample,10,Sant Antoni,52,2159,1997,1643.0
2,Eixample,10,Sant Antoni,52,2160,1997,1764.0
2,Eixample,10,Sant Antoni,52,2161,1997,1006.0
2,Eixample,10,Sant Antoni,52,2162,1997,1314.0
2,Eixample,10,Sant Antoni,53,2163,1997,1696.0
2,Eixample,10,Sant Antoni,53,2164,1997,1402.0
2,Eixample,10,Sant Antoni,53,2165,1997,1546.0
2,Eixample,10,Sant Antoni,54,2166,1997,1860.0
2,Eixample,10,Sant Antoni,54,2167,1997,2078.0
2,Eixample,10,Sant Antoni,54,2168,1997,1945.0
2,Eixample,10,Sant Antoni,55,2169,1997,1376.0
2,Eixample,10,Sant Antoni,55,2170,1997,1459.0
2,Eixample,10,Sant Antoni,55,2171,1997,1626.0
2,Eixample,10,Sant Antoni,55,2172,1997,1488.0
2,Eixample,10,Sant Antoni,55,2173,1997,1455.0
3,Sants-Montjuïc,11,el Poble-sec,56,3001,1997,1604.0
3,Sants-Montjuïc,11,el Poble-sec,56,3002,1997,1681.0
3,Sants-Montjuïc,11,el Poble-sec,56,3003,1997,1366.0
3,Sants-Montjuïc,11,el Poble-sec,56,3004,1997,1437.0
3,Sants-Montjuïc,11,el Poble-sec,56,3005,1997,1149.0
3,Sants-Montjuïc,11,el Poble-sec,56,3006,1997,1135.0
3,Sants-Montjuïc,11,el Poble-sec,56,3007,1997,1434.0
3,Sants-Montjuïc,11,el Poble-sec,56,3008,1997,1092.0
3,Sants-Montjuïc,11,el Poble-sec,56,3009,1997,1082.0
3,Sants-Montjuïc,11,el Poble-sec,57,3010,1997,1370.0
3,Sants-Montjuïc,11,el Poble-sec,57,3011,1997,1353.0
3,Sants-Montjuïc,11,el Poble-sec,57,3012,1997,1856.0
3,Sants-Montjuïc,11,el Poble-sec,57,3013,1997,1533.0
3,Sants-Montjuïc,11,el Poble-sec,57,3014,1997,1485.0
3,Sants-Montjuïc,11,el Poble-sec,57,3015,1997,2531.0
3,Sants-Montjuïc,11,el Poble-sec,57,3016,1997,841.0
3,Sants-Montjuïc,11,el Poble-sec,57,3017,1997,1344.0
3,Sants-Montjuïc,11,el Poble-sec,58,3018,1997,1481.0
3,Sants-Montjuïc,11,el Poble-sec,58,3019,1997,1277.0
3,Sants-Montjuïc,11,el Poble-sec,58,3020,1997,1243.0
3,Sants-Montjuïc,11,el Poble-sec,58,3021,1997,1095.0
3,Sants-Montjuïc,11,el Poble-sec,58,3022,1997,1158.0
3,Sants-Montjuïc,11,el Poble-sec,59,3023,1997,1433.0
3,Sants-Montjuïc,11,el Poble-sec,59,3024,1997,1799.0
3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,1997,1809.0
3,Sants-Montjuïc,13,la Marina de Port,61,3026,1997,1309.0
3,Sants-Montjuïc,13,la Marina de Port,61,3027,1997,1187.0
3,Sants-Montjuïc,13,la Marina de Port,61,3028,1997,303.0
3,Sants-Montjuïc,13,la Marina de Port,61,3029,1997,1114.0
3,Sants-Montjuïc,13,la Marina de Port,61,3030,1997,1848.0
4,Les Corts,19,les Corts,84,4034,1997,1772.0
3,Sants-Montjuïc,13,la Marina de Port,62,3031,1997,2622.0
3,Sants-Montjuïc,13,la Marina de Port,62,3032,1997,891.0
3,Sants-Montjuïc,13,la Marina de Port,62,3033,1997,1423.0
3,Sants-Montjuïc,13,la Marina de Port,62,3034,1997,1555.0
3,Sants-Montjuïc,13,la Marina de Port,62,3211,1997,1296.0
3,Sants-Montjuïc,13,la Marina de Port,63,3035,1997,2509.0
3,Sants-Montjuïc,13,la Marina de Port,63,3036,1997,1471.0
3,Sants-Montjuïc,13,la Marina de Port,63,3037,1997,1027.0
3,Sants-Montjuïc,13,la Marina de Port,63,3212,1997,2578.0
3,Sants-Montjuïc,13,la Marina de Port,63,3213,1997,2136.0
3,Sants-Montjuïc,13,la Marina de Port,64,3038,1997,1121.0
3,Sants-Montjuïc,13,la Marina de Port,64,3039,1997,2695.0
3,Sants-Montjuïc,14,la Font de la Guatlla,65,3040,1997,1415.0
3,Sants-Montjuïc,14,la Font de la Guatlla,65,3041,1997,1262.0
3,Sants-Montjuïc,14,la Font de la Guatlla,65,3042,1997,1280.0
3,Sants-Montjuïc,14,la Font de la Guatlla,65,3043,1997,1458.0
3,Sants-Montjuïc,14,la Font de la Guatlla,65,3044,1997,1495.0
3,Sants-Montjuïc,14,la Font de la Guatlla,65,3045,1997,904.0
3,Sants-Montjuïc,14,la Font de la Guatlla,65,3046,1997,1225.0
3,Sants-Montjuïc,15,Hostafrancs,66,3047,1997,1758.0
3,Sants-Montjuïc,15,Hostafrancs,66,3048,1997,1335.0
3,Sants-Montjuïc,15,Hostafrancs,66,3049,1997,1588.0
3,Sants-Montjuïc,15,Hostafrancs,66,3050,1997,1450.0
3,Sants-Montjuïc,15,Hostafrancs,67,3051,1997,1536.0
3,Sants-Montjuïc,15,Hostafrancs,67,3052,1997,1166.0
3,Sants-Montjuïc,15,Hostafrancs,67,3053,1997,1780.0
3,Sants-Montjuïc,15,Hostafrancs,67,3054,1997,1678.0
3,Sants-Montjuïc,15,Hostafrancs,67,3055,1997,1395.0
3,Sants-Montjuïc,15,Hostafrancs,67,3056,1997,968.0
3,Sants-Montjuïc,16,la Bordeta,68,3057,1997,1482.0
3,Sants-Montjuïc,16,la Bordeta,68,3058,1997,843.0
3,Sants-Montjuïc,16,la Bordeta,68,3059,1997,1206.0
3,Sants-Montjuïc,16,la Bordeta,68,3060,1997,1356.0
3,Sants-Montjuïc,16,la Bordeta,68,3061,1997,1212.0
3,Sants-Montjuïc,16,la Bordeta,69,3062,1997,1586.0
3,Sants-Montjuïc,16,la Bordeta,69,3063,1997,1158.0
3,Sants-Montjuïc,16,la Bordeta,69,3064,1997,1092.0
3,Sants-Montjuïc,16,la Bordeta,69,3065,1997,1304.0
3,Sants-Montjuïc,16,la Bordeta,69,3066,1997,1828.0
3,Sants-Montjuïc,16,la Bordeta,69,3067,1997,1820.0
3,Sants-Montjuïc,16,la Bordeta,69,3068,1997,1214.0
3,Sants-Montjuïc,16,la Bordeta,69,3069,1997,1189.0
3,Sants-Montjuïc,17,Sants - Badal,70,3070,1997,1410.0
3,Sants-Montjuïc,17,Sants - Badal,70,3071,1997,1296.0
3,Sants-Montjuïc,17,Sants - Badal,70,3072,1997,1367.0
3,Sants-Montjuïc,17,Sants - Badal,70,3073,1997,1531.0
3,Sants-Montjuïc,17,Sants - Badal,70,3074,1997,1586.0
3,Sants-Montjuïc,17,Sants - Badal,70,3075,1997,1546.0
3,Sants-Montjuïc,17,Sants - Badal,70,3076,1997,1163.0
3,Sants-Montjuïc,17,Sants - Badal,70,3077,1997,1335.0
3,Sants-Montjuïc,17,Sants - Badal,70,3078,1997,1586.0
3,Sants-Montjuïc,17,Sants - Badal,70,3079,1997,1595.0
3,Sants-Montjuïc,17,Sants - Badal,70,3080,1997,1572.0
3,Sants-Montjuïc,17,Sants - Badal,71,3081,1997,1840.0
3,Sants-Montjuïc,17,Sants - Badal,71,3082,1997,1724.0
3,Sants-Montjuïc,17,Sants - Badal,71,3083,1997,1405.0
3,Sants-Montjuïc,17,Sants - Badal,71,3084,1997,1530.0
3,Sants-Montjuïc,17,Sants - Badal,71,3085,1997,1168.0
3,Sants-Montjuïc,18,Sants,72,3086,1997,1506.0
3,Sants-Montjuïc,18,Sants,72,3087,1997,1557.0
3,Sants-Montjuïc,18,Sants,72,3088,1997,1506.0
3,Sants-Montjuïc,18,Sants,72,3089,1997,1319.0
3,Sants-Montjuïc,18,Sants,72,3090,1997,923.0
3,Sants-Montjuïc,18,Sants,72,3091,1997,1256.0
3,Sants-Montjuïc,18,Sants,72,3092,1997,999.0
3,Sants-Montjuïc,18,Sants,72,3093,1997,1454.0
3,Sants-Montjuïc,18,Sants,72,3094,1997,1115.0
3,Sants-Montjuïc,18,Sants,73,3095,1997,1505.0
3,Sants-Montjuïc,18,Sants,73,3096,1997,1397.0
3,Sants-Montjuïc,18,Sants,73,3097,1997,1382.0
3,Sants-Montjuïc,18,Sants,73,3098,1997,1244.0
3,Sants-Montjuïc,18,Sants,73,3099,1997,985.0
3,Sants-Montjuïc,18,Sants,73,3100,1997,1181.0
3,Sants-Montjuïc,18,Sants,74,3101,1997,1294.0
3,Sants-Montjuïc,18,Sants,74,3102,1997,1217.0
3,Sants-Montjuïc,18,Sants,74,3103,1997,1396.0
3,Sants-Montjuïc,18,Sants,74,3104,1997,1230.0
3,Sants-Montjuïc,18,Sants,75,3105,1997,1043.0
3,Sants-Montjuïc,18,Sants,75,3106,1997,1122.0
3,Sants-Montjuïc,18,Sants,76,3107,1997,1537.0
3,Sants-Montjuïc,18,Sants,76,3108,1997,1406.0
3,Sants-Montjuïc,18,Sants,76,3109,1997,1302.0
3,Sants-Montjuïc,18,Sants,76,3110,1997,1402.0
3,Sants-Montjuïc,18,Sants,76,3111,1997,1225.0
3,Sants-Montjuïc,18,Sants,76,3112,1997,1795.0
3,Sants-Montjuïc,18,Sants,76,3113,1997,1594.0
3,Sants-Montjuïc,18,Sants,76,3114,1997,1414.0
4,Les Corts,19,les Corts,77,4001,1997,1134.0
4,Les Corts,19,les Corts,77,4002,1997,1709.0
4,Les Corts,19,les Corts,77,4003,1997,1094.0
4,Les Corts,19,les Corts,77,4004,1997,1004.0
4,Les Corts,19,les Corts,77,4005,1997,1295.0
4,Les Corts,19,les Corts,77,4006,1997,1238.0
4,Les Corts,19,les Corts,77,4007,1997,1046.0
4,Les Corts,19,les Corts,77,4008,1997,1032.0
4,Les Corts,19,les Corts,77,4009,1997,1338.0
4,Les Corts,19,les Corts,78,4010,1997,852.0
4,Les Corts,19,les Corts,78,4011,1997,1808.0
4,Les Corts,19,les Corts,78,4012,1997,1642.0
4,Les Corts,19,les Corts,78,4013,1997,1245.0
4,Les Corts,19,les Corts,78,4014,1997,589.0
4,Les Corts,19,les Corts,78,4015,1997,1730.0
4,Les Corts,19,les Corts,78,4016,1997,1159.0
4,Les Corts,19,les Corts,79,4017,1997,1242.0
4,Les Corts,19,les Corts,79,4018,1997,1444.0
4,Les Corts,19,les Corts,79,4019,1997,1279.0
4,Les Corts,19,les Corts,79,4020,1997,1319.0
4,Les Corts,19,les Corts,79,4021,1997,1374.0
4,Les Corts,19,les Corts,80,4022,1997,1556.0
4,Les Corts,19,les Corts,81,4023,1997,973.0
4,Les Corts,19,les Corts,81,4024,1997,1001.0
4,Les Corts,19,les Corts,82,4025,1997,1082.0
4,Les Corts,19,les Corts,82,4026,1997,1303.0
4,Les Corts,19,les Corts,82,4027,1997,1249.0
4,Les Corts,19,les Corts,83,4028,1997,1408.0
4,Les Corts,19,les Corts,83,4029,1997,1247.0
4,Les Corts,19,les Corts,83,4030,1997,1801.0
4,Les Corts,19,les Corts,84,4031,1997,1466.0
4,Les Corts,19,les Corts,84,4032,1997,1656.0
4,Les Corts,19,les Corts,84,4033,1997,1226.0
4,Les Corts,19,les Corts,84,4035,1997,1569.0
4,Les Corts,20,la Maternitat i Sant Ramon,85,4036,1997,1851.0
4,Les Corts,20,la Maternitat i Sant Ramon,85,4037,1997,2181.0
4,Les Corts,20,la Maternitat i Sant Ramon,85,4038,1997,1381.0
4,Les Corts,20,la Maternitat i Sant Ramon,85,4039,1997,919.0
4,Les Corts,20,la Maternitat i Sant Ramon,85,4040,1997,1580.0
4,Les Corts,20,la Maternitat i Sant Ramon,85,4041,1997,1178.0
4,Les Corts,20,la Maternitat i Sant Ramon,85,4042,1997,1831.0
4,Les Corts,20,la Maternitat i Sant Ramon,86,4043,1997,1875.0
4,Les Corts,20,la Maternitat i Sant Ramon,86,4044,1997,1628.0
4,Les Corts,20,la Maternitat i Sant Ramon,86,4045,1997,1376.0
4,Les Corts,20,la Maternitat i Sant Ramon,86,4046,1997,2784.0
4,Les Corts,20,la Maternitat i Sant Ramon,86,4047,1997,1855.0
4,Les Corts,20,la Maternitat i Sant Ramon,87,4048,1997,1490.0
4,Les Corts,20,la Maternitat i Sant Ramon,87,4049,1997,1048.0
4,Les Corts,20,la Maternitat i Sant Ramon,87,4084,1997,1478.0
4,Les Corts,21,Pedralbes,88,4050,1997,1944.0
4,Les Corts,21,Pedralbes,88,4051,1997,1672.0
4,Les Corts,21,Pedralbes,88,4052,1997,2070.0
4,Les Corts,21,Pedralbes,89,4053,1997,1302.0
4,Les Corts,21,Pedralbes,89,4054,1997,1107.0
4,Les Corts,21,Pedralbes,90,4055,1997,1535.0
4,Les Corts,21,Pedralbes,90,4056,1997,1275.0
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",91,5001,1997,1002.0
